minAcc, maxAcc, minKappa, maxKappa
-0.313716, 0.791554, 0.00201488, 0.00304711
-0.256514, 0.792474, 0.0023383, 0.00296231
-0.164064, -0.115871, 0.00266814, 0.00287555
-0.313511, -0.311244, 0.00219658, 0.00240877
-0.31785, -0.316432, 0.00164319, 0.00185779
-0.320093, -0.319214, 0.00117307, 0.00138721
-0.321442, -0.321, 0.00066405, 0.000875971
-0.321932, -0.321784, 0.000203487, 0.000412231
-0.190299, -0.190215, -0.000193179, -5.59297e-05
-0.19006, -0.189955, -0.000539107, -0.000407841
-0.189868, 0.312015, -0.001776, 0.000745653
-0.189645, 0.312022, -0.00177501, 0.00074387
-0.189439, 0.312046, -0.00180452, 0.000737403
-0.189171, 0.312034, -0.00177208, 0.000739754
-0.188834, 0.311991, -0.00176047, 0.000710924
-0.140417, 0.311965, -0.00167801, 0.000701207
-0.140437, 0.311482, -0.00130177, 0.000737784
-0.140437, 0.310912, -0.000953115, 0.000724938
-0.14043, 0.310319, -0.000570487, 0.000704152
-0.14045, 0.309864, -0.00018679, 0.000741567
-0.140445, 0.309607, 0.000164918, 0.000728692
0.309479, 0.309494, 0.000515816, 0.000674968
-0.14043, -0.140404, 0.000619106, 0.000687826
-0.140373, -0.140353, 0.000453758, 0.000522651
-0.140335, -0.140324, 0.000301653, 0.000370839
-0.140413, 0.252755, -0.000501534, 0.00123706
-0.14041, 0.252753, -0.000519864, 0.00129103
-0.140412, 0.252753, -0.000501351, 0.00135706
-0.140417, 0.252754, -0.000530027, 0.00142919
-0.140419, 0.252754, -0.000544405, 0.00149539
-0.489511, 0.252754, -0.000493434, 0.00153762
-0.489532, 0.252754, -0.000204506, 0.00153488
-0.489562, 0.252754, 0.000108311, 0.0015259
0.0602852, 0.252753, 0.000392952, 0.00153202
-0.489414, 0.252737, 0.000701261, 0.00153522
-0.489446, 0.252646, 0.000981885, 0.00152004
0.060305, 0.0609189, 0.00116648, 0.00149973
0.0604284, 0.0609568, 0.00122697, 0.00153007
0.0605751, 0.0608485, 0.00129963, 0.00145119
0.0607031, 0.0608579, 0.00136629, 0.00145726
0.0608195, 0.0608671, 0.00143299, 0.00146333
0.0609269, 0.0609638, 0.0015058, 0.00153613
-0.489537, -0.489485, 0.00104376, 0.00128914
-0.489547, -0.489537, 0.00044994, 0.000698207
-0.489533, -0.489529, -0.000100519, 0.000150423
-0.489588, 0.654009, -0.00173613, 0.0013301
-0.489587, 0.654058, -0.00178806, 0.00139541
-0.489402, 0.654151, -0.00183561, 0.0015258
0.653277, 0.654354, -0.00142034, 0.00191503
0.65328, 0.653808, -0.000599944, 0.00106804
0.653306, 0.653858, 0.000140554, 0.00113368
0.65371, 0.653959, 0.00093653, 0.00126471
-2.45693, 0.654271, 0.000786826, 0.00236366
-2.09499, 0.522471, 0.00154629, 0.00238947
0.248555, 0.578186, 0.00148921, 0.00177354
-0.575013, -0.574854, 0.000797421, 0.00108688
-0.574634, -0.574505, 9.62098e-05, 0.000389508
-0.574394, -0.574334, -0.000554859, -0.000257915
-0.574266, -0.574199, -0.00133491, -0.00103351
-0.208882, -0.208742, -0.0015906, -0.00148026
-0.209203, -0.209076, -0.00185668, -0.0017456
-0.209453, 1.20685, -0.00288645, 0.001499
-0.209454, 1.20712, -0.00282235, 0.00161909
-1.49229, 0.799805, -0.00286725, 0.00446427
-0.466036, 1.34573, -0.00288854, 0.00149018
-1.64721, 1.24791, -0.00185533, 0.0044455
-1.59853, 0.637437, -0.000345492, 0.00430954
-0.825569, 1.18514, -0.00256037, 0.00433134
-1.65233, 0.68478, 0.00217197, 0.00442504
-1.00613, 0.903591, 0.00155805, 0.00443461
-0.22827, 0.625794, 0.00195803, 0.00434325
-0.416694, 0.64389, 0.00175984, 0.00322316
-0.665535, -0.118766, 0.00156026, 0.00205756
-1.0047, -1.00406, 0.000346118, 0.000855384
-1.00608, 0.50373, -0.00249463, 0.00097327
-1.00638, 0.503728, -0.00260351, 0.000973661
-0.00135496, 0.503726, -0.00254872, 0.0009734
-0.232069, 0.50373, -0.00195612, 0.00097327
-0.63222, 0.503708, -0.00131635, 0.000973694
-0.679426, 0.262037, -0.0006321, 0.000973312
-0.865004, 0.0554146, -1.04482e-05, 0.000973698
-0.839166, -0.181898, 0.000600313, 0.000973443
-0.827812, -0.100962, 0.000966286, 0.000973315
-0.752523, -0.00121364, 0.000966934, 0.000972039
-0.72263, -0.175605, 0.000967446, 0.000970636
-0.568809, -0.175604, 0.000967446, 0.000969361
-0.269843, 1.45264, 0.00035963, 0.00096783
-0.59713, 0.860605, 4.11735e-05, 0.000966546
-1.05651, 0.247705, 0.00069653, 0.000965117
-1.04149, 0.985035, -0.000876807, 0.000763652
-0.583156, 0.928665, -0.000886744, 0.00121933
-0.30372, 0.737703, 0.000115719, 0.000227744
-0.209851, 0.634286, -0.000906914, 0.00243154
-0.209435, 0.93555, -0.00090422, 0.0012875
-0.0594518, 0.623185, -0.000851471, 0.00389686
-0.0695232, 0.629551, -0.000888736, 0.00467103
0.156222, 0.632142, -0.000718042, 0.00549777
-0.92097, 0.609465, -0.000398699, 0.00577702
-0.938473, 0.597429, -8.12148e-05, 0.00575312
-0.943163, 0.593667, 0.000260667, 0.00577259
-0.943252, 0.594541, 0.000573117, 0.00575368
-0.945799, 0.592122, 0.000883339, 0.00585654
-0.940806, 0.594908, 0.00155391, 0.0057548
-0.938342, 0.593217, 0.0024121, 0.00577338
-0.919782, 0.602354, 0.00319687, 0.00575332
-1.69614, 0.550588, 0.00397387, 0.00584245
-2.16478, -1.10045, 0.00474066, 0.00565982
-1.92436, -0.544706, 0.00548103, 0.00577872
-0.807435, -0.805634, 0.00492668, 0.005341
-0.807948, -0.80726, 0.00391598, 0.00433965
-0.805669, -0.803964, 0.00297274, 0.0034033
-1.56589, 0.0275996, -0.000748019, 0.00430362
-1.45738, -0.161443, -0.000810748, 0.00435336
-1.50932, -0.059156, -0.000748426, 0.00431914
-0.483901, 0.416149, -0.000875339, 0.00431105
-0.47699, 0.423659, -0.000106687, 0.0043774
-0.486493, 0.415363, 0.000706926, 0.00431104
-0.477682, 0.419634, 0.00138276, 0.00432103
-0.47768, 0.419636, 0.00198669, 0.00432051
-0.460566, 0.416116, 0.0025241, 0.00431154
-0.450649, 0.431942, 0.00322924, 0.00437649
0.356917, 0.375636, 0.00392221, 0.00420686
-0.411288, -0.411065, 0.00403851, 0.00426677
-0.411108, -0.410707, 0.00348633, 0.00371708
-0.409737, -0.409001, 0.00288262, 0.00311542
-0.408059, -0.40727, 0.00236805, 0.00260235
-0.406517, 0.349284, 0.000628396, 0.00399346
-0.405236, 0.838092, 0.000629799, 0.00453295
-0.235594, 0.813331, 0.000607305, 0.00501867
0.454736, 0.796864, 0.000597475, 0.00550405
0.133949, 0.633661, 0.00102604, 0.00588064
-0.202865, 0.507634, 0.00138743, 0.00626575
-0.140203, 0.761865, 0.00171486, 0.00623262
-0.325899, 0.496227, 0.00207244, 0.00623731
-0.343705, 0.387475, 0.00242623, 0.00621773
-0.349325, 0.326718, 0.00274538, 0.00621889
-0.123483, 0.771381, 0.00306649, 0.00626243
-0.431578, 0.464846, 0.00358223, 0.0062468
-2.33833, 0.349551, 0.00405883, 0.00626854
-2.24358, -0.79123, 0.00453523, 0.00623495
-1.91754, -0.240766, 0.00496483, 0.00589726
-1.34182, 0.314982, 0.00480388, 0.00625684
-0.926457, 0.483654, 0.00578794, 0.00625564
0.0897474, 0.538231, 0.00618383, 0.00623889
-0.150165, -0.149874, 0.00606863, 0.00615371
-0.149411, -0.148791, 0.00589871, 0.00598359
-0.148025, 0.715075, 0.00483262, 0.00608201
0.0316153, 0.665878, 0.00480214, 0.00622372
0.0489608, 0.61994, 0.00482702, 0.00622766
0.0445471, 0.576066, 0.00481038, 0.00622306
-0.203792, 0.294199, 0.0048334, 0.00622339
0.05537, 0.508299, 0.00483373, 0.00623918
-0.408453, 0.424259, 0.00496263, 0.00590571
-0.00265551, 0.52854, 0.00513458, 0.00628906
0.0853087, 0.489681, 0.00532474, 0.00632521
-0.410273, 0.457367, 0.00551572, 0.00631044
-0.421996, 0.433563, 0.00527676, 0.00631351
-1.66075, 0.377117, 0.00589773, 0.00615214
-1.66075, 1.18433, 0.00606852, 0.00632289
-0.851526, 1.43063, 0.00372001, 0.0063098
-0.34167, 0.785025, 0.00374843, 0.00631692
-0.291966, 0.935016, 0.00473022, 0.00631784
-0.329883, 0.829021, 0.00418908, 0.00632089
-0.451911, 1.51132, 0.0058886, 0.00632245
-3.59251, 1.36268, 0.00624763, 0.00631144
-6.70913, -3.42687, 0.00601739, 0.00631994
-6.70913, -3.60542, 0.0060169, 0.00631998
-5.86279, 3.58353, 0.00418598, 0.00620612
-0.205305, 1.43859, 0.00164324, 0.00579393
0.288974, 1.40285, 0.00167246, 0.0053389
0.415293, 1.8872, 0.00166855, 0.0049138
0.365292, 1.74765, 0.00168283, 0.00435617
0.334713, 1.64445, 0.00168042, 0.00394642
0.307416, 1.55618, 0.00167953, 0.0035681
-0.380806, 1.48889, 0.00167879, 0.0036665
-0.387724, 1.76056, 0.00163963, 0.00365404
-0.423023, 1.69503, 0.00167989, 0.00371128
-0.44914, 1.69363, 0.00135863, 0.00365471
-0.47038, 1.63574, 0.000664436, 0.00368034
-0.473635, 1.53887, 0.000547079, 0.00371984
-0.504158, 1.42501, -0.00083033, 0.00367888
-0.492278, 1.30909, -0.000225254, 0.00367907
-0.814181, 1.19626, 0.00271548, 0.0036941
-0.4439, 0.783427, -0.000250716, 0.00369682
-0.843683, 0.711335, 0.00339238, 0.00371589
-0.843679, 1.96885, 0.00263062, 0.00371593
0.624534, 1.77576, 0.00251551, 0.00336013
0.149205, 1.13415, 0.00239982, 0.00268751
-1.01484, 0.286192, -0.00128702, 0.00221232
-0.954709, 0.297447, -0.00124368, 0.00268057
-0.78171, 0.515504, -0.00123849, 0.00297446
-0.685349, 0.510896, -0.00117241, 0.00290993
-0.612736, 0.504487, -0.00128525, 0.00299035
-0.572863, 0.3577, -0.00119246, 0.00299108
-0.28432, 0.553664, -0.000727859, 0.00295945
-0.287635, 0.539596, -0.000177442, 0.00292778
-0.865838, 0.367522, 0.000413147, 0.00299
-0.835773, 0.0782102, 0.000951101, 0.00292869
-0.798156, -0.190241, 0.00148152, 0.00297483
-0.797382, -0.306141, 0.00196001, 0.00299582
-0.733906, -0.342562, 0.0024731, 0.0029313
-0.504507, -0.227249, 0.00286811, 0.00297172
-0.278732, -0.278635, 0.00248564, 0.00264545
-2.77863, -0.27844, 0.000599908, 0.00229328
-2.26295, -0.668188, 0.000234364, 0.00190773
-2.49219, -2.23188, 0.0013741, 0.00152951
-0.245203, -0.245082, 0.000973981, 0.00112798
-0.244983, -0.244946, 0.000633727, 0.000788645
-0.244969, 0.943778, -0.000754938, 0.00153745
0.103055, 0.956215, -0.000732473, 0.00235903
0.208168, 0.928895, -0.000752236, 0.00311066
0.269466, 0.905891, -0.000720647, 0.00385764
0.268953, 0.875015, -0.000741204, 0.00459732
-0.452148, 0.857293, -0.000732734, 0.0052353
-0.461612, 0.839748, -0.000730705, 0.00513825
-0.466862, 0.828016, -0.000751303, 0.00525612
-0.449805, 1.29026, -0.000732124, 0.00514328
-0.504931, 0.997713, -0.000201985, 0.00521663
-0.49999, 0.909611, 0.000583341, 0.00522499
-0.495378, 0.828491, 0.00136315, 0.00515338
-0.489482, 0.766508, 0.00200815, 0.00515333
-0.485222, 0.698967, 0.00277695, 0.0052757
-0.481296, 0.641177, 0.00353742, 0.00517353
0.562901, 0.601281, 0.0041657, 0.00509273
0.56083, 0.567428, 0.00490915, 0.0052147
-0.478982, -0.477665, 0.00480813, 0.00506932
-0.479894, -0.479848, 0.00417367, 0.00443919
-0.479563, -0.478933, 0.00363855, 0.00390673
-0.478082, -0.477079, 0.00309896, 0.00336926
-0.475986, -0.474863, 0.00255554, 0.0028277
-0.473335, 0.415747, -0.00145292, 0.00217299
-0.671564, -0.301863, 0.00123553, 0.00151278
-2.59012, -0.469975, -0.000614854, 0.000901974
-2.97349, -1.82167, -0.000271147, 0.000229795
-2.4341, -1.1405, -0.000296275, -0.000232857
-0.0977778, -0.0977161, -0.000447699, -0.00038449
-0.0978492, 0.591157, -0.00144124, -0.000536368
0.0686265, 0.545186, -0.00146181, -0.000689213
0.117559, 0.501827, -0.00144552, -0.000733769
0.107601, 0.466105, -0.00145301, -0.000635061
0.0990582, 0.4428, -0.00145403, -0.000536027
0.185958, 0.884117, -0.00145407, -0.000416563
0.167089, 0.812025, -0.00143993, -0.000299168
0.150701, 0.756632, -0.00137908, -0.000181269
0.136706, 0.731336, -0.00127853, -6.28587e-05
0.125901, 0.730907, -0.00118604, 4.56422e-05
0.115228, 0.705139, -0.00107588, 0.000174308
0.107318, 0.661968, -0.000973564, 0.000293177
0.100991, 0.608262, -0.000870853, 0.000411933
0.0956371, 0.544534, -0.0007591, 0.000540492
0.0918804, 0.48428, -0.000655354, 0.000659234
0.089047, 0.425751, -0.000551668, 0.00077737
-0.170043, 0.381641, -0.000445962, 0.000797133
-0.173324, 0.327585, -0.000316523, 0.000826706
-0.509933, 0.283209, -0.00019684, 0.000821625
-4.58363, -0.00218572, -6.70803e-05, 0.000170844
-4.07936, -0.80731, 3.15068e-05, 0.000261599
-2.73963, 1.20996, 3.34955e-06, 0.000800255
-1.68903, 1.37068, 0.000252529, 0.000821048
-0.684711, 2.19397, 0.000348855, 0.000797157
-0.146738, 1.31697, -0.000854913, 0.000809554
-0.153716, 1.12202, -0.00107782, 0.000827498
0.605414, 1.63312, 0.000665453, 0.00080103
-0.483246, 1.64842, -0.00154966, 0.000810015
-0.480742, 0.988049, -0.00139591, 0.000737558
-0.546744, 0.58118, -0.000489049, 0.000521501
-0.0297583, 0.306818, -0.00195282, 0.000301975
0.0523451, 0.33253, -0.00193722, 8.10389e-05
0.0681955, 0.354722, -0.00197271, -0.000141915
0.053961, 0.34369, -0.00194165, -0.000365889
0.0375808, 0.329115, -0.00195384, -0.000592573
0.0320828, 0.32382, -0.00195844, -0.000753137
0.0187779, 0.310742, -0.00193356, -0.000563382
-0.382765, 0.0855347, -0.00197087, -0.000431474
-0.0621088, 0.273164, -0.00195237, -0.000237303
-0.048055, 0.263616, -0.00197173, -6.58406e-05
-0.0416481, 0.258201, -0.00194367, 0.000121157
0.144585, 0.258201, -0.00186299, 0.000276804
0.142924, 0.2551, -0.00168639, 0.000447143
-0.349376, 0.248837, -0.00150939, 0.000561786
-2.14927, 0.0736188, -0.00131731, -0.000488121
-1.68882, -0.299392, -0.00112694, -0.000314252
-1.65013, -0.104178, -0.000940528, -0.000143368
-1.45607, 0.00814093, -0.000774402, 1.11245e-05
-1.14128, 0.108383, -0.000626563, -5.90606e-05
-0.963937, 0.790559, -0.000496368, 0.00141512
-0.517207, 0.750335, -0.000324988, 0.00158137
-0.204702, 0.708822, -0.000170385, 0.00173359
0.0521311, 0.659617, -2.80898e-06, 0.00190014
0.0121812, 1.16386, 0.000149925, 0.00204421
-0.0132152, 1.06898, 0.000316928, 0.00205477
-0.0967346, 0.711442, 0.000483895, 0.0020447
-0.0402066, 0.937181, 0.000610016, 0.00205752
-0.0583338, 0.87326, 0.000778811, 0.00206541
-0.072471, 0.838406, 0.000934785, 0.002053
-0.0855596, 0.837488, 0.00110621, 0.00205251
-0.0954976, 0.81971, 0.000954962, 0.00206686
-0.10445, 0.780413, 0.000784878, 0.00205447
-0.111639, 0.727182, 0.000613818, 0.00205178
-0.116898, 0.671263, 0.000456125, 0.00206653
-0.87028, 0.607475, 0.00144312, 0.00205476
-1.41743, -0.216007, 0.00172899, 0.00206855
-2.79568, -0.807021, 0.00120417, 0.0019044
-3.10406, -1.94678, 0.00154789, 0.00174284
-2.81576, -1.56249, 0.00153523, 0.00159902
-0.101478, -0.101418, 0.00140868, 0.00147191
-0.101356, 0.456656, -0.000201247, 0.00134541
-0.0231556, 0.406873, -0.000328931, 0.00118031
-0.034466, 0.363236, -0.000447282, 0.00102762
-0.0363022, 0.356706, -0.000467154, 0.000873871
0.290756, 2.6342, 0.00052154, 0.000719427
-0.762082, 2.49085, -0.00033694, 0.000561836
-0.727735, 1.44932, -0.000555407, 0.000415595
-0.718486, 0.712346, -0.000576311, 0.000294064
-0.882189, 0.102653, -0.000401431, 0.000160725
-0.727445, -0.246202, -0.000513631, 4.72292e-05
-1.07247, -0.551589, -0.000340844, -8.65694e-05
-1.07919, 0.940827, -0.00077164, 0.00135093
-0.599326, 0.891677, -0.000784684, 0.00170447
-0.275718, 0.841729, -0.000773588, 0.00203128
-0.0426276, 0.790655, -0.000774463, 0.00235711
0.117902, 0.740971, -0.000794615, 0.00268186
-0.438712, 0.696192, -0.000746569, 0.00273064
-0.561152, 0.601562, -0.000383373, 0.00273888
-2.87978, 0.461843, -4.9638e-05, 0.000621518
-2.72125, -0.185569, 0.000280274, 0.000930541
-1.38057, 0.224759, 0.000597025, 0.00123446
-0.333018, 0.871299, -0.000192615, 0.00278921
-0.335995, 0.851397, -0.000294642, 0.00274206
-0.262193, 1.07601, 0.0011222, 0.00276969
-0.436434, 1.58937, 0.00181179, 0.00275994
-0.436389, 1.53831, 0.00211359, 0.00275192
0.422033, 1.73039, 0.00244361, 0.00275972
0.0746442, 1.42568, 0.00265945, 0.0027525
-0.43645, -0.436332, 0.00205699, 0.00230914
-0.436049, -0.435805, 0.00144697, 0.00170196
-0.435411, -0.435193, 0.000778516, 0.00103656
-0.434959, -0.434855, 0.00015421, 0.000415215
-0.434807, 0.689895, -0.0026561, -0.000213386
-0.26949, 0.642782, -0.00266583, -0.000849797
-0.172444, 0.60302, -0.00264584, -0.00108165
-0.110048, 0.566259, -0.0026557, -0.00109626
-0.0481097, 0.540168, -0.0026461, -0.0010798
-0.0558682, 0.53816, -0.0023847, -0.00107847
-0.0616702, 0.529217, -0.00214335, -0.00107943
-0.0666845, 0.506922, -0.00193105, -0.00107913
-0.0450664, 0.478592, -0.00190303, -0.00107942
-2.21046, 0.443896, -0.00139942, -0.00108093
-3.74399, -0.870106, -0.00123007, -0.00108056
-3.66123, -1.7602, -0.00123816, -0.00111273
-2.7361, -1.3922, -0.00124639, -0.0012054
-0.0620516, 0.323109, -0.00191031, 0.000420262
-0.0619349, 0.870476, -0.00191585, 0.000994618
0.0780377, 0.831645, -0.00191541, 0.00141355
0.177706, 0.7952, -0.00191529, 0.0018313
-0.13963, 0.752802, -0.00194044, 0.00189306
-0.147358, 0.727133, -0.00194034, 0.00189586
-0.101386, 1.21517, -0.0019405, 0.00185153
-0.119713, 1.14601, -0.0019067, 0.00184544
-0.137218, 1.08286, -0.00159388, 0.00190377
-0.152132, 1.0429, -0.00106524, 0.00186188
-0.164663, 1.03981, -0.00053688, 0.00187823
-0.175054, 1.02524, -0.000155186, 0.00188514
-0.140211, 0.999593, 0.000487301, 0.00184073
-0.162557, 0.999131, -0.000423694, 0.00186263
-0.184481, 0.938504, -0.000296395, 0.00186307
-0.174186, 0.301572, -6.38772e-05, 0.00186301
0.248876, 2.44496, 0.00153184, 0.00164299
-0.204483, -0.204462, 0.00125986, 0.0013734
-0.20441, -0.204364, 0.000986377, 0.00110049
-0.204296, -0.204248, 0.000711548, 0.000826223
-2.67894, -0.204189, -0.000484868, 0.000550606
-4.2549, -1.80374, -0.000273587, 0.000274885
-4.29156, -1.75126, -0.000315931, 4.82175e-06
-2.52751, -0.995766, -0.000345485, -0.000253064
-0.0731437, 0.452608, -0.00195641, -0.000421042
-0.058978, 0.400136, -0.00214345, -0.00054411
-0.0600499, 0.396315, -0.00215792, -0.000648753
-0.0716926, 0.357157, -0.00231873, -0.000754166
0.314224, 2.72151, -0.000997695, -0.000850212
-0.803447, 2.67523, -0.00208414, -0.00095768
-0.7743, 1.64953, -0.00254679, -0.00105869
-0.981034, 0.97122, -0.00195054, -0.00117197
-0.842964, 0.0117337, -0.00210083, -0.00128478
-1.2771, -0.554768, -0.00184767, -0.00147799
-1.28385, 1.03584, -0.00277611, -0.000660964
-0.790405, 0.994009, -0.00279942, -0.000224468
-0.391829, 0.939657, -0.00278661, 0.000247535
-0.110589, 0.882199, -0.00281276, 0.000495508
0.0650573, 0.831699, -0.00278768, 0.000683204
0.187767, 0.780942, -0.0028129, 0.000886394
0.183347, 0.739652, -0.00278254, 0.00108968
0.175039, 0.716801, -0.00252336, 0.0012617
-1.40656, 0.714085, -0.00206933, -9.81119e-05
-0.625472, -0.0215514, -0.00165596, 0.00074548
-0.581038, 0.0197042, -0.00124929, 0.00090399
-0.569874, 0.0232056, -0.00085035, 0.000918394
-0.534522, 0.55833, -0.0004949, 0.00177113
-0.250122, 0.538056, -0.000110553, 0.00177068
-0.0830428, 0.510112, 0.000303175, 0.00177267
0.00693124, 0.482307, 0.000477942, 0.00177213
0.0399329, 0.451057, 0.000652765, 0.00177097
0.107485, 0.972271, 0.000812444, 0.00176992
0.0874999, 0.883806, 0.00098713, 0.00177185
-0.324855, 0.823311, 0.00114716, 0.00177124
-0.339822, 0.779106, 0.00110539, 0.00177063
-0.352517, 0.751348, 0.000620171, 0.00177001
-0.364145, 0.750054, 8.29098e-05, 0.00177188
-0.365049, 0.602362, 3.7946e-05, 0.00177125
-0.35367, 0.580847, 0.000488796, 0.00176508
-0.337813, 0.56652, 0.000890374, 0.00175843
-0.35937, 0.561767, 0.00039768, 0.00175196
-0.400756, 0.613813, 0.00151018, 0.00174623
-0.400793, 0.609624, 0.00146646, 0.00174011
0.381399, 0.670382, 0.00172639, 0.00173417
0.300121, 0.574246, 0.00172589, 0.00172843
-0.400716, -0.00446667, 0.00155399, 0.00172291
-2.85673, -0.400915, -0.00109391, 0.00128744
-3.594, -0.563067, -0.00116804, 0.000841123
-3.56714, -1.68161, -0.000666267, 0.000397079
-3.50947, -1.33806, -0.000749158, -0.000122039
-2.21163, 1.41624, -0.00116007, 0.00314557
-1.45258, 1.36121, -0.00119503, 0.00305304
-0.431468, 1.36121, -0.000965472, 0.00305251
-0.457176, 1.28483, -0.000468219, 0.00307197
-0.393972, 1.46695, -2.16121e-05, 0.00309252
-0.530361, 1.60597, -0.00226786, 0.00313356
-0.557056, 1.50339, -0.00311641, 0.00317535
-0.402179, 1.41225, -0.0031656, 0.00312038
-0.314724, 1.36203, -0.00314377, 0.00312101
-0.230788, 1.33658, -0.00320711, 0.00305481
-0.269561, 1.33564, -0.00319807, 0.00305418
0.341539, 1.66204, 0.00265181, 0.00298885
-0.598879, 3.17583, 0.00124127, 0.00230884
0.606826, 2.8098, 0.00101725, 0.00138717
-0.669605, -0.669561, 0.000112249, 0.000491664
