a0, a1, a2, a3, a4, a5, b0, b1, b2, b3, b4, b5, Time, jerkCost, accelCost, VelocityCost, safetyDistanceCost, AccMin, AccMax, VelMin, VelMax, KappaMin, KappaMax, AccCost, VelCost, KappaCost, SaferyDistCost, LaneOffsetCost
144.935, 15.5387, 2.1865, -0.440193, 0.0284401, 0, -7.9427, -1.25163, 0.108726, 0.105428, -0.0301719, 0.00237912, 2.4, 0, 0, 0, 0, 0.340546, 4.69514, 16.5138, 20.7295, 1.19937e-05, 2.95964e-05, 0.547979, 6.17179, 0, 4.7, 0
148.126, 16.3614, 1.92921, -0.582115, 0.062937, 0, -8.18788, -1.19644, 0.164932, 0.0808852, -0.0271, 0.00229069, 2.8, 0, 0, 0, 0, -0.135472, 4.15401, 17.3981, 20.1419, 1.30434e-05, 3.82041e-05, 0.223917, 2.45387, 0, 5.00021, 0
152.156, 17.1903, 1.53184, -0.498619, 0.0564745, 0, -8.4645, -1.10476, 0.21412, 0.0528337, -0.0226246, 0.0020685, 2.8, 0, 0, 0, 0, -0.140715, 2.74999, 18.1703, 20.3124, 1.24548e-05, 4.70117e-05, 0.118353, 1.3981, 0, 5.00016, 0
156.364, 17.8426, 1.19235, -0.440242, 0.0552647, 0, -8.71665, -0.994065, 0.244627, 0.027843, -0.0178427, 0.00177211, 2.6, 0, 0, 0, 0, -0.0686536, 2.04383, 18.741, 20.3418, 1.28772e-05, 4.8955e-05, 0.0697953, 0.91507, 0, 5.00007, 0
160.342, 18.3056, 0.917839, -0.389358, 0.0545585, 0, -8.92325, -0.883125, 0.258011, 0.00848399, -0.0135712, 0.00147346, 2.4, 0, 0, 0, 0, -0.0851877, 1.47741, 19.1254, 20.2921, 1.28025e-05, 4.64563e-05, 0.0426149, 0.690328, 0, 5.00025, 0
165.157, 18.7078, 0.636268, -0.325239, 0.0520079, 0, -9.13533, -0.74816, 0.259383, -0.0100194, -0.0088699, 0.00111306, 2.2, 0, 0, 0, 0, -0.0244025, 0.907472, 19.432, 20.3357, 1.22525e-05, 4.91417e-05, 0.0280561, 0.495197, 0, 5.00009, 0
169.679, 18.9599, 0.42007, -0.27001, 0.0499996, 0, -9.30012, -0.625859, 0.249257, -0.0225403, -0.00513624, 0.000803601, 2, 0, 0, 0, 0, -0.0584695, 0.73953, 19.5958, 20.3649, 1.24875e-05, 5.09842e-05, 0.022872, 0.386209, 0, 5.00003, 0
173.868, 19.1076, 0.256384, -0.223126, 0.048791, 0, -9.42599, -0.519668, 0.232975, -0.0304818, -0.00229092, 0.000551148, 1.8, 0, 0, 0, 0, -0.0755858, 0.72764, 19.6641, 20.3797, 1.21554e-05, 5.19308e-05, 0.023413, 0.315124, 0, 5, 0
178.082, 19.1901, 0.123289, -0.176998, 0.0472851, 0, -9.52937, -0.421676, 0.21225, 0.550405, -0.219712, 0.022305, 1.6, 0, 0, 0, 0, -0.100697, 0.703845, 19.6693, 20.3054, 1.8339e-05, 8.65669e-05, 0.020164, 0.254691, 0, 0, 0
182.308, 19.2207, 0.0202026, -0.131821, 0.045361, 0, -9.60651, -0.257464, 0.514089, 0.2745, -0.14711, 0.0161164, 1.4, 0, 0, 0, 0, 0.364212, 0.616057, 19.8068, 20.3176, 3.70136e-05, 8.37222e-05, 0.0192762, 0.174859, 0, 0, 0
186.92, 19.2101, -0.0590318, -0.0803012, 0.0402912, 0, -9.63537, 0.0288651, 0.663115, 0.0598661, -0.0850679, 0.0106016, 1.2, 0, 0, 0, 0, 0.366935, 0.489566, 19.9387, 20.3369, 5.3033e-05, 8.05948e-05, 0.0163888, 0.110124, 0, 0, 0
191.143, 19.1742, -0.10033, -0.104919, 0.0917021, 0, -9.59648, 0.325829, 0.679052, -0.0695244, -0.0426806, 0.00664465, 0.8, 0, 0, 0, 0, 0.319119, 0.509089, 20.0366, 20.2928, 6.19194e-05, 7.57962e-05, 0.0146208, 0.0867873, 0, 0, 0
195.738, 19.1129, -0.14418, 0.00665108, 0.0612072, 0, -9.48027, 0.637511, 0.615163, -0.156646, -0.00889019, 0.00330946, 0.6, 0, 0, 0, 0, 0.328644, 0.495664, 20.1197, 20.312, 6.69474e-05, 7.29435e-05, 0.01558, 0.0521498, 0, 0, 0
199.936, 19.0531, -0.122015, 0.0749492, 0.0334127, 0, -9.31193, 0.885097, 0.509547, -0.196582, 0.0121188, 0.00107194, 0.4, 0, 0, 0, 0, 0.366616, 0.487898, 20.1949, 20.3214, 6.87855e-05, 7.11672e-05, 0.0181704, 0.0282449, 0, 0, 0
204.503, 19.0093, -0.0565044, 0.143835, -0.124154, 0, -9.07283, 1.0964, 0.372344, -0.210277, 0.0268154, -0.000661405, 0.2, 0, 0, 0, 0, 0.461355, 0.47403, 20.2935, 20.3405, 6.99746e-05, 7.06429e-05, 0.0218776, 0.00776577, 0, 0, 0
209.063, 19, 1.04083e-17, -2.77778, 2.31481, 0, -8.79107, 1.24026, 0.23012, -0.201583, 0.0346407, -0.001776, 0.6, 0, 0, 0, 0, -3.89041, -1.06717, 18.8057, 20.3241, 2.41108e-05, 7.29183e-05, 0.833437, 1.55234, 0, 0, 0
213.592, 18.648, -1.2, 16.8, -37, 0, -8.48282, 1.31777, 0.096707, -0.178752, 0.0373757, -0.00240585, 0.2, 0, 0, 0, 0, -1.25874, 2.17969, 19.907, 20.0297, 3.82694e-05, 4.91392e-05, 0.316774, 0.266109, 0, 0, 0
217.729, 19, 3.55271e-15, 2.77778, -2.31481, 0, -8.19005, 1.33593, -0.0106718, -0.150774, 0.0366668, -0.00265634, 0.6, 0, 0, 0, 0, -1.14554, 1.38007, 19.9581, 20.3531, 9.77562e-07, 2.68045e-05, 0.0953265, 0.0947247, 0, 0, 0
222.32, 19.352, 1.2, 0.048, -0.224, 0, -7.87201, 1.30674, -0.106924, -0.117332, 0.0336058, -0.00267383, 1, 0, 0, 0, 0, -1.05548, 1.27768, 20.2028, 20.723, 1.50352e-09, 1.79946e-05, 0.0760446, 0.242767, 0, 0, 0
226.635, 19.8774, 1.16663, -0.190367, -0.184831, 0, -7.59087, 1.24405, -0.174889, -0.0867794, 0.0294998, -0.00252459, 0.8, 0, 0, 0, 0, -1.05096, 1.0665, 20.4637, 20.7145, 3.96022e-08, 1.93398e-05, 0.0511917, 0.140135, 0, 0, 0
231.47, 20.3943, 0.965689, 0.566689, -1.71429, 0, -7.30348, 1.1467, -0.227524, -0.0557014, 0.0243012, -0.00224527, 0.4, 0, 0, 0, 0, -1.08744, 0.940362, 20.6835, 20.8012, 2.50723e-07, 9.36608e-06, 0.0627162, 0.0468841, 0, 0, 0
236.005, 20.8285, 0.841874, -1.1351, 0.490202, 0, -7.06275, 1.03951, -0.257469, -0.0306598, 0.0193928, -0.00193175, 0.8, 0, 0, 0, 0, -0.899502, 0.60637, 20.6345, 20.8064, 5.43446e-06, 2.24233e-05, 0.0280583, 0.0578204, 0, 0, 0
241.039, 21.0635, 0.194013, -0.607605, 0.416516, 0, -6.82846, 0.911668, -0.273109, -0.00759686, 0.0142079, -0.00156202, 0.6, 0, 0, 0, 0, -0.986342, 0.602465, 20.6599, 20.8308, 6.61123e-06, 2.05589e-05, 0.0345103, 0.0610126, 0, 0, 0
246.098, 21.0747, -0.0995141, -0.135105, 0.272542, 0, -6.62545, 0.780023, -0.273884, 0.0106313, 0.00950204, -0.0011967, 0.4, 0, 0, 0, 0, 0.391951, 0.598724, 20.7212, 20.8549, 5.53922e-06, 1.48639e-05, 0.022044, 0.0318023, 0, 0, 0
250.729, 21.0229, -0.109537, 0.157858, 0.0617616, 0, -6.46697, 0.661448, -0.264235, 0.0230972, 0.00577549, -0.000886528, 0.2, 0, 0, 0, 0, 0.491258, 0.596935, 20.8126, 20.8668, 5.03264e-06, 7.57758e-06, 0.0298833, 0.0111328, 0, 0, 0
255.771, 21, 2.08167e-17, -1.5625, 0.976563, 0, -6.3231, 0.538911, -0.245732, 0.0326921, 0.00235735, -0.000582624, 0.8, 0, 0, 0, 0, -1.34778, 0.498564, 20.3117, 20.9066, 3.0058e-08, 3.2165e-06, 0.0847757, 0.253574, 0, 0, 0
260.792, 20.784, -0.7875, 0.65, -0.140046, 0, -6.20746, 0.42673, -0.22146, 0.0384865, -0.000338239, -0.000324855, 1.8, 0, 0, 0, 0, -1.0258, 0.855078, 20.2586, 20.8457, 7.44277e-09, 3.97522e-05, 0.0383318, 0.165155, 0, 0, 0
266.154, 20.4965, -0.337303, 0.578142, -0.177797, 0, -6.11081, 0.319345, -0.191634, 0.0412849, -0.00250587, -9.87827e-05, 1.4, 0, 0, 0, 0, -0.986595, 0.897361, 20.4239, 20.8856, 3.35435e-08, 2.4293e-05, 0.0392098, 0.100299, 0, 0, 0
271.061, 20.4246, 0.0175126, 0.55201, -0.278924, 0, -6.04464, 0.234354, -0.162789, 0.0411837, -0.00384422, 5.87953e-05, 1, 0, 0, 0, 0, -1.20762, 1.09385, 20.5056, 20.8908, 1.34123e-07, 1.89527e-05, 0.0539572, 0.0611371, 0, 0, 0
275.97, 20.513, 0.318564, 0.64483, -0.684842, 0, -5.99721, 0.16312, -0.134457, 0.0392374, -0.00465741, 0.000173, 0.6, 0, 0, 0, 0, -1.20116, -0.0835087, 20.6968, 20.8825, 2.01279e-10, 7.86527e-06, 0.0346984, 0.020671, 0, 0, 0
281.333, 20.7613, 0.543759, 2.34274, -8.12252, 0, -5.96322, 0.100836, -0.105711, 0.0357229, -0.00506129, 0.000254562, 0.2, 0, 0, 0, 0, -1.19924, 0.327014, 20.8644, 20.8922, 2.71351e-07, 2.18465e-06, 0.0772554, 0.00308396, 0, 0, 0
285.933, 21, 2.22045e-16, -9.02981e-14, 2.2482e-13, 0, -5.94579, 0.0592981, -0.0835762, 0.0319745, -0.00508171, 0.000293322, 0.2, 0, 0, 0, 0, -1.20391, -1.20062, 20.6, 20.7203, 6.82823e-06, 1.27887e-05, 0.144543, 0.10789, 0, 0, 0
290.973, 21, -1.26218e-29, 8.41452e-29, -1.57772e-28, 0, -5.93594, 0.0244306, -0.0622702, 0.0275324, -0.00486855, 0.000311347, 0.2, 0, 0, 0, 0, -1.21429, -1.21014, 20.3097, 20.4309, 2.45234e-05, 3.54628e-05, 0.146947, 0.46113, 0, 0, 0
295.593, 21, -5.60519e-45, 2.66914e-45, -3.57474e-46, 0, -5.9333, 0.000825656, -0.0454795, 0.0233783, -0.00451605, 0.000310127, 2.8, 0, 0, 0, 0, -1.21677, 0.505474, 19.9186, 20.8241, 1.89884e-06, 8.5711e-05, 0.0296033, 0.542437, 0, 0, 0
301.053, 21, -3.66826e-45, 1.74679e-45, -2.33945e-46, 0, -5.93577, -0.018393, -0.0290216, 0.0186277, -0.00397721, 0.000292659, 2.8, 0, 0, 0, 0, 0.0198966, 0.505387, 19.8984, 20.8293, 1.80851e-06, 8.91456e-05, 0.0138881, 0.440964, 0, 0, 0
305.253, 21, -2.67633e-45, 1.27444e-45, -1.70684e-46, 0, -5.94047, -0.0278912, -0.0187762, 0.0152393, -0.00351866, 0.000271401, 2.8, 0, 0, 0, 0, 0.0198947, 0.503169, 19.9993, 20.8333, 1.73863e-06, 7.20687e-05, 0.0120671, 0.335082, 0, 0, 0
310.293, 21, -1.81772e-45, 8.65581e-46, -1.15926e-46, 0, -5.94804, -0.0344605, -0.00898241, 0.0115412, -0.00294741, 0.000239749, 2.8, 0, 0, 0, 0, 0.0199016, 0.493995, 20.1191, 20.838, 1.65414e-06, 5.45092e-05, 0.0102384, 0.234814, 0, 0, 0
315.333, 21, -1.23457e-45, 5.87888e-46, -7.8735e-47, 0, -5.95668, -0.0369368, -0.00165822, 0.00832634, -0.00238978, 0.00020494, 2.8, 0, 0, 0, 0, 0.0199018, 0.481432, 20.2364, 20.8428, 1.56914e-06, 4.00165e-05, 0.0084949, 0.159617, 0, 0, 0
320.793, 21, -8.07947e-46, 3.84737e-46, -5.15273e-47, 0, -5.96626, -0.0362738, 0.00390306, 0.00540364, -0.0018255, 0.000166408, 2.8, 0, 0, 0, 0, 0.0198611, 0.467769, 20.36, 20.848, 1.47686e-06, 2.74343e-05, 0.00606871, 0.102061, 0, 0, 0
325.833, 21, -5.48745e-46, 2.61307e-46, -3.49965e-47, 0, -5.97467, -0.0335647, 0.00718579, 0.0032401, -0.00136426, 0.000132659, 2.8, 0, 0, 0, 0, 0.0198578, 0.328173, 20.4583, 20.8536, 1.37533e-06, 1.92684e-05, 0.0046292, 0.0665399, 0, 0, 0
330.453, 21, -3.86445e-46, 1.84021e-46, -2.46457e-47, 0, -5.98168, -0.0299891, 0.0089422, 0.00167646, -0.000998425, 0.000104358, 2.8, 0, 0, 0, 0, 0.0198054, 0.328081, 20.5285, 20.8892, 7.89131e-07, 1.43801e-05, 0.0037176, 0.0434561, 0, 0, 0
335.493, 21, -2.62467e-46, 1.34599e-46, -1.94133e-47, 0, -5.98834, -0.0254606, 0.00981862, 0.000361962, -0.00065841, 7.66331e-05, 2.6, 0, 0, 0, 0, 0.0198119, 0.328123, 20.6062, 20.8957, 6.96212e-07, 9.87617e-06, 0.0032077, 0.0278006, 0, 0, 0
340.533, 21, -1.72265e-46, 9.5703e-47, -1.49536e-47, 0, -5.99388, -0.0207203, 0.00986228, -0.000582459, -0.000382413, 5.28732e-05, 2.4, 0, 0, 0, 0, 0.0198219, 0.32816, 20.6845, 20.886, 8.26178e-07, 6.24012e-06, 0.00270369, 0.017943, 0, 0, 0
345.573, 21, -1.08527e-46, 6.57741e-47, -1.12115e-47, 0, -5.9983, -0.0161073, 0.00931806, -0.00121446, -0.00016647, 3.31821e-05, 2.2, 0, 0, 0, 0, 0.0197955, 0.328095, 20.7631, 20.8924, 7.32899e-07, 3.45759e-06, 0.00143023, 0.0117402, 0, 0, 0
350.613, 21, -6.50446e-47, 4.33631e-47, -8.13057e-48, 0, -6.00164, -0.0118531, 0.0083907, -0.00159139, -4.65399e-06, 1.74261e-05, 2, 0, 0, 0, 0, 0.0198116, 0.162097, 20.8224, 20.8989, 6.46121e-07, 1.91721e-06, 0.000448203, 0.00945388, 0, 0, 0
354.393, 21, -4.32091e-47, 3.20068e-47, -6.66807e-48, 0, -6.00351, -0.00898717, 0.00753147, -0.00172935, 8.28553e-05, 8.22908e-06, 1.8, 0, 0, 0, 0, 0.0198371, 0.162099, 20.8259, 20.8957, 6.87458e-07, 1.84848e-06, 0.000496308, 0.00901804, 0, 0, 0
359.433, 21, -2.24687e-47, 1.8724e-47, -4.38843e-48, 0, -6.00526, -0.00566618, 0.00631611, -0.00179027, 0.000167752, -1.46404e-06, 1.6, 0, 0, 0, 0, 0.019847, 0.162098, 20.8307, 20.9021, 6.04642e-07, 1.75944e-06, 0.000729701, 0.00811674, 0, 0, 0
364.053, 21, -1.13853e-47, 1.08432e-47, -2.90442e-48, 0, -6.00622, -0.00313991, 0.00518309, -0.00173793, 0.000214871, -7.74302e-06, 1.4, 0, 0, 0, 0, 0.0198396, 0.162097, 20.8351, 20.9054, 5.65397e-07, 1.67986e-06, 0.000835845, 0.00731538, 0, 0, 0
368.673, 21, -5.07228e-48, 5.63587e-48, -1.76121e-48, 0, -6.00668, -0.00110264, 0.00409763, -0.00161626, 0.000239175, -1.19738e-05, 1.2, 0, 0, 0, 0, 0.0198334, 0.162096, 20.8395, 20.9086, 5.27558e-07, 1.60162e-06, 0.000980575, 0.00646244, 0, 0, 0
373.713, 21, -1.62313e-48, 2.70522e-48, -1.26807e-48, 0, -6.00673, 0.000597956, 0.00301492, -0.00143412, 0.000245802, -1.46915e-05, 0.8, 0, 0, 0, 0, 0.0198226, 0.162097, 20.8443, 20.8989, 6.45901e-07, 1.5174e-06, 0.00100995, 0.00597874, 0, 0, 0
378.333, 21, -2.05935e-49, 4.57633e-49, -2.8602e-49, 0, -6.00647, 0.00172658, 0.00213822, -0.00124089, 0.000237896, -1.57588e-05, 0.6, 0, 0, 0, 0, 0.0198429, 0.162096, 20.8486, 20.9021, 6.0528e-07, 1.44114e-06, 0.00176465, 0.00481417, 0, 0, 0
383.373, 21, 2.47122e-50, -8.23739e-50, 7.72255e-50, 0, -6.00594, 0.0025514, 0.00132482, -0.00102157, 0.000219022, -1.57689e-05, 0.4, 0, 0, 0, 0, 0.162085, 0.162096, 20.86, 20.9086, 5.27835e-07, 1.23855e-06, 0.00262732, 0.00256476, 0, 0, 0
387.993, 21, -7.22831e-51, 4.81887e-50, -9.03538e-50, 0, -6.00533, 0.00299513, 0.000712507, -0.000824841, 0.000195719, -1.50053e-05, 0.2, 0, 0, 0, 0, 0.162083, 0.162093, 20.8957, 20.9119, 4.91072e-07, 6.88023e-07, 0.00262725, 0.000569277, 0, 0, 0
393.033, 21, 0, -0.510204, 0.182216, 0, -6.00458, 0.00320518, 0.000184188, -0.000624416, 0.000166807, -1.36011e-05, 1.4, 0, 0, 0, 0, -1.07556, -0.121532, 20.0337, 20.92, 1.16857e-10, 2.71173e-07, 0.0565836, 0.410995, 0, 0, 0
397.648, 20.9337, -0.283819, 0.169191, -0.0270358, 0, -6.00387, 0.0032025, -0.000180934, -0.000460162, 0.000139484, -1.20119e-05, 2.4, 0, 0, 0, 0, -0.308478, 0.223054, 20.7689, 20.9177, 2.3616e-10, 2.51375e-06, 0.00329395, 0.0157033, 0, 0, 0
402.658, 20.8252, -0.171345, 0.139964, -0.0259096, 0, -6.00312, 0.00304365, -0.000465705, -0.000304557, 0.000110312, -1.01087e-05, 2.2, 0, 0, 0, 0, -0.304035, 0.220601, 20.7667, 20.9056, 4.80258e-11, 2.88584e-06, 0.00307411, 0.0173126, 0, 0, 0
407.233, 20.769, -0.0864931, 0.115408, -0.0252482, 0, -6.00248, 0.0027991, -0.000635755, -0.000185949, 8.55971e-05, -8.35965e-06, 2, 0, 0, 0, 0, -0.304927, 0.219107, 20.7663, 20.9036, 3.88423e-09, 3.08228e-06, 0.00316597, 0.0172171, 0, 0, 0
412.214, 20.746, -0.0121248, 0.0873627, -0.0236437, 0, -6.00184, 0.0024664, -0.000741211, -8.09802e-05, 6.13187e-05, -6.52129e-06, 1.8, 0, 0, 0, 0, -0.307144, 0.214685, 20.7649, 20.9028, 1.10069e-08, 3.49539e-06, 0.00337921, 0.0160703, 0, 0, 0
417.193, 20.754, 0.042605, 0.0849271, -0.033954, 0, -6.00129, 0.0020999, -0.000779227, -7.08921e-07, 4.05074e-05, -4.84527e-06, 1.4, 0, 0, 0, 0, -0.294253, 0.241288, 20.7849, 20.9152, 4.89244e-11, 2.00089e-06, 0.0042195, 0.00874005, 0, 0, 0
422.178, 20.7873, 0.0920181, 0.0454926, -0.0296055, 0, -6.00084, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, -0.299129, 0.233388, 20.8067, 20.9166, 1.33354e-08, 2.32884e-06, 0.00471464, 0.00627041, 0, 0, 0
427.173, 20.8377, 0.114541, 0.00962409, -0.0239022, 0, -6.00084, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -0.353753, 0.229006, 20.76, 20.9129, 2.67407e-09, 3.71229e-06, 0.00541226, 0.00984951, 0, 0, 0
431.763, 20.8884, 0.113952, 0.317461, -0.515526, 0, -6.00084, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, -0.35237, 0.0100995, 20.8939, 20.9201, 1.59998e-11, 7.15562e-07, 0.0034105, 0.00030007, 0, 0, 0
436.785, 20.9695, 0.164358, -0.332708, 0.146945, 0, -6.00084, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -0.352464, -0.205894, 20.8798, 20.9081, 4.57721e-07, 9.19698e-07, 0.00833115, 0.00143458, 0, 0, 0
441.403, 21, -2.77556e-17, -8.86328e-14, 2.21698e-13, 0, -6.00084, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -0.35323, -0.352837, 20.8022, 20.8375, 1.68874e-06, 2.51102e-06, 0.0124633, 0.0159588, 0, 0, 0
446.023, 21, -1.26218e-29, 8.41452e-29, -1.57772e-28, 0, -6.00084, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -0.354195, -0.353755, 20.7244, 20.7598, 3.71886e-06, 4.91234e-06, 0.0125298, 0.0487512, 0, 0, 0
451.063, 21, -5.60519e-45, 5.33828e-45, -1.4299e-45, 0, -6.00084, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -0.355059, 0.349696, 20.5683, 20.8637, 1.18455e-06, 1.22338e-05, 0.0123185, 0.0911639, 0, 0, 0
456.103, 21, -2.2558e-45, 2.50645e-45, -7.83265e-46, 0, -6.00084, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, -0.355029, 0.349687, 20.5635, 20.8777, 9.53269e-07, 1.25134e-05, 0.0122252, 0.0837733, 0, 0, 0
461.143, 21, -7.21857e-46, 1.2031e-45, -5.63951e-46, 0, -6.00084, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0.348619, 0.349691, 20.6123, 20.8568, 1.30976e-06, 9.82568e-06, 0.0122006, 0.06202, 0, 0, 0
466.183, 21, -5.053e-47, 1.12289e-46, -7.01806e-47, 0, -6.00084, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0.348493, 0.349695, 20.6961, 20.8707, 1.06572e-06, 5.9867e-06, 0.0121931, 0.0339085, 0, 0, 0
471.223, 21, 6.0636e-48, -2.0212e-47, 1.89488e-47, 0, -6.00084, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0.348371, 0.349292, 20.78, 20.8846, 8.47167e-07, 3.11291e-06, 0.0121687, 0.0142005, 0, 0, 0
476.263, 21, -1.94035e-48, 1.29357e-47, -2.42544e-47, 0, -6.00084, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0.348252, 0.348556, 20.8637, 20.8986, 6.53959e-07, 1.18455e-06, 0.0121386, 0.00289293, 0, 0, 0
481.303, 21, 0, -1, 0.5, 0, -6.00084, 0, 0, -0.585807, 0.219678, -0.0219678, 1, 0, 0, 0, 0, -1.25004, -0.191533, 20.0801, 20.9194, 1.39614e-06, 8.25032e-06, 0.0801846, 0.369716, 0, 0, 0
486.331, 20.8548, -0.5472, 0.5952, -0.166041, 0, -6.00822, -0.0894446, -0.348897, -0.289438, 0.142646, -0.0154248, 1.4, 0, 0, 0, 0, -0.409552, 0.394123, 20.7678, 20.8834, 2.43764e-06, 8.57324e-06, 0.00402687, 0.0143618, 0, 0, 0
491.312, 20.6859, -0.17604, 0.413752, -0.152022, 0, -6.05333, -0.299298, -0.510127, -0.0827736, 0.083541, -0.0101821, 1.2, 0, 0, 0, 0, -0.254485, 0.454331, 20.7787, 20.8674, 1.7164e-06, 7.74665e-06, 0.00376277, 0.0127007, 0, 0, 0
496.685, 20.6675, 0.0850266, 0.377755, -0.258239, 0, -6.16671, -0.57571, -0.542595, 0.0629491, 0.0362579, -0.00577117, 0.8, 0, 0, 0, 0, -0.42104, 0.23395, 20.8168, 20.9031, 2.35936e-06, 6.40518e-06, 0.00463814, 0.00597742, 0, 0, 0
500.825, 20.7386, 0.249702, 0.171164, -0.258239, 0, -6.303, -0.78408, -0.496586, 0.127875, 0.0108529, -0.00324968, 0.6, 0, 0, 0, 0, -0.424544, 0.23305, 20.849, 20.9024, 3.23638e-06, 5.6822e-06, 0.00569017, 0.00312744, 0, 0, 0
504.983, 20.8508, 0.290423, -0.0354278, -0.258239, 0, -6.47864, -0.967048, -0.417516, 0.16463, -0.0074839, -0.00131185, 0.4, 0, 0, 0, 0, -0.42704, 0.159358, 20.8661, 20.9022, 3.94057e-06, 5.20937e-06, 0.00593041, 0.00185675, 0, 0, 0
509.164, 20.9544, 0.207189, -0.242019, -0.258239, 0, -6.68744, -1.11455, -0.320639, 0.179911, -0.0199918, 0.000126443, 0.2, 0, 0, 0, 0, -0.428257, -0.17028, 20.866, 20.8955, 4.61221e-06, 4.99139e-06, 0.01062, 0.00281595, 0, 0, 0
