Acc, Kappa
0.103555, 0.00209194
0.0768053, 0.00175424
0.0433816, 0.00141361
0.10058, 0.00104088
0.143901, 0.000693587
0.183567, 0.000343104
-0.28944, -1.16427e-05
-0.289557, -0.000369565
-0.29002, -0.000760502
0.123172, -0.00102044
0.123503, -0.000852899
0.123758, -0.00067269
0.123933, -0.000492828
0.124039, -0.000326207
0.124105, -0.000147259
0.124129, 5.67709e-06
0.124122, 0.000170854
0.124078, 0.000335469
0.123981, 0.000512067
0.0306716, 0.000614763
0.0307131, 0.000655179
0.0307591, 0.000695624
0.0308086, 0.000736101
0.0308562, 0.000773495
0.0309089, 0.000814041
0.0309613, 0.000854623
0.0310083, 0.000892114
0.0310564, 0.000932758
0.0311, 0.000973428
0.0311375, 0.00101412
-0.0474162, 0.000994793
-0.047486, 0.000937495
-0.0475391, 0.000875269
-0.0475722, 0.000812909
-0.0475887, 0.000750439
-0.0475918, 0.000692692
-0.0475846, 0.000630057
-0.0475705, 0.000572181
-0.0475494, 0.000509426
-0.0475263, 0.000451453
-0.0475013, 0.000393439
0.176421, 0.000400001
0.176513, 0.000615123
0.176724, 0.000847348
0.176989, 0.00106105
-3.47922, 0.00127151
0.160206, 0.00145751
0.160355, 0.00162539
0.344652, 0.00184293
0.445727, 0.00202668
0.25171, 0.00222853
0.280178, 0.00209849
0.283966, 0.00197811
0.270659, 0.00183523
0.245664, 0.00170201
0.218127, 0.00156834
0.188387, 0.001434
0.161163, 0.00128762
0.156679, 0.00115233
0.158859, 0.00101641
0.166371, 0.000879833
0.0667863, 0.000896569
0.0668814, 0.000970637
-3.57454, 0.00105042
0.0605252, 0.00112765
0.217667, 0.00119795
0.334821, 0.00127475
0.406045, 0.00135164
0.442252, 0.00142891
0.452483, 0.00150618
0.45301, 0.00157724
0.184682, 0.00138963
0.178422, 0.00112562
0.175733, 0.000900033
0.151641, 0.000651968
0.206136, 0.00040176
0.0927007, 0.000127636
-0.207333, -0.000148395
-0.20731, -0.000404967
-0.207308, -0.000662817
-0.207297, -0.000921961
0.195724, -0.000827604
0.195673, -0.000583373
0.195648, -0.000340344
0.195672, -9.84654e-05
0.195768, 0.000162352
0.195933, 0.000421996
0.196113, 0.000640838
0.196343, 0.000898499
0.196529, 0.0011354
-0.128524, 0.00138714
-0.128935, 0.00123281
-0.129195, 0.00107762
-0.12933, 0.000921706
-0.129364, 0.000765195
-0.129321, 0.000621287
-0.129199, 0.00045076
-0.129029, 0.000292983
-0.128813, 0.000134909
-0.128557, -2.34154e-05
-0.128261, -0.000181945
0.274569, -8.73773e-05
0.274263, 0.00022231
0.274395, 0.000557959
0.274974, 0.000891839
-3.38503, 0.00122026
0.250147, 0.0015636
0.251295, 0.00187788
-3.44297, 0.00218666
0.227283, 0.00248502
0.227725, 0.00278024
-3.30877, 0.00309282
-1.90428, 0.0033672
-0.657751, 0.00363009
-0.168531, 0.00365999
0.462722, 0.0033175
0.867572, 0.00296992
1.08175, 0.00264371
1.19262, 0.00228147
1.20579, 0.00190996
1.15046, 0.00153001
1.04099, 0.00110787
0.921383, 0.000743364
0.790691, 0.000336284
1.07395, 4.97749e-05
0.935207, 0.00202279
0.822991, 0.00285655
0.721862, 0.00310985
0.745921, 0.00287083
0.622608, 0.00238914
0.421664, 0.00191825
0.0726626, 0.00148251
0.0504125, 0.000974646
-2.30249, 0.000995764
-1.75548, 0.000560514
2.38129, -0.000322189
1.46533, -1.48446e-05
0.895213, 0.000281792
0.120179, 0.000627338
0.120693, 0.000954767
-3.65768, 0.00152553
0.112752, 0.00157212
0.289998, 0.00199766
0.418672, 0.00248493
0.489439, 0.0029433
0.525997, 0.00339665
0.537213, 0.00387256
0.162983, 0.0035982
0.340641, 0.00327539
0.473654, 0.00290241
0.509675, 0.00253571
0.54596, 0.00218221
0.545357, 0.00174565
0.497265, 0.0013253
0.407725, 0.000853783
0.344277, 0.000406758
0.309725, -5.07282e-05
0.000622111, -0.000519837
0.0556605, -0.000607328
-0.151417, -0.000549939
-0.293972, -0.000442237
-0.428888, -0.000334767
-0.557091, -0.000228047
-0.3263, -0.000130535
-0.111876, -2.46901e-05
0.0486924, 7.18234e-05
0.188303, 0.000177168
0.168588, 0.000153699
0.2368, 3.87927e-05
0.267291, -6.6886e-05
0.308457, -0.000192477
0.27702, -0.000308901
0.200929, -0.000425965
0.0966055, -0.000543694
-0.0616037, -0.000661869
-0.061635, -0.000790141
-0.0616584, -0.000908771
-0.0616689, -0.00103751
0.0311524, -0.00113214
0.0311716, -0.00107199
0.0311784, -0.00101187
0.0311747, -0.000946775
0.0311634, -0.000886747
0.0311449, -0.000821796
0.0311243, -0.000761922
0.031102, -0.000702132
0.0310779, -0.000637455
-0.136354, -0.000577841
-0.25497, -0.000513586
-0.355882, -0.000454369
-0.399437, -0.00039212
-0.405995, -0.000334918
-0.418806, -0.000267825
-0.430832, -0.000201139
-0.442814, -0.000140004
-0.356255, -7.91623e-05
-0.246054, -1.86184e-05
-0.164755, 4.1622e-05
-0.0783072, 0.000101678
-0.00277115, 0.000161545
0.0295449, 0.000226321
0.0975414, 0.000333697
0.097567, 0.000527844
0.0976383, 0.000721639
0.097742, 0.000915151
0.0978707, 0.00112452
0.0979732, 0.00130145
0.0980536, 0.00149421
0.0980696, 0.0017026
0.097982, 0.00189443
-0.0790704, 0.0019799
-0.0791275, 0.0018382
-0.0791088, 0.0016833
-0.079021, 0.00151526
-0.0789015, 0.00136003
-0.0787656, 0.00120474
-0.07861, 0.00102353
-0.0784965, 0.000868154
-0.0784152, 0.000712683
-0.0339101, 0.000581822
-0.033954, 0.000520014
-0.0339951, 0.000446823
-0.0340258, 0.000373497
-0.0340462, 0.000305707
-0.0340599, 0.00023783
-0.0340674, 0.000169877
-0.0340694, 0.000101859
-0.0340662, 3.37854e-05
-0.034058, -3.43346e-05
-0.0340447, -0.000102492
0.0698437, -7.37606e-05
0.0698246, 6.59236e-05
0.0698246, 0.000216968
0.0698441, 0.000367761
0.0698761, 0.000506762
0.0699166, 0.000645597
0.0699594, 0.000784277
0.0699967, 0.000922796
0.0700202, 0.00107266
0.0700146, 0.00121076
-0.0692125, 0.00115821
-0.0692578, 0.00102157
-0.0692708, 0.000884649
-0.069263, 0.000758927
0.124122, 0.000598672
0.245562, 0.000460824
0.317548, 0.000310451
0.406856, 0.000171077
0.453759, 1.85453e-05
0.451221, -0.000122988
0.456343, -0.000277761
0.392156, -0.000409665
-0.233309, -0.00222049
-0.0457135, -0.0029246
0.141568, -0.00312452
0.292123, -0.00292285
0.366877, -0.00253541
-0.0271232, -0.00205523
-0.0446445, -0.0015559
-0.0628174, -0.00109607
-0.0785833, -0.000708593
-0.0901205, -0.000409992
0.0890227, 0.000165118
0.0966762, 0.000521934
0.10677, 0.000823256
0.117487, 0.00104566
0.128564, 0.00121646
0.137525, 0.0013244
0.144832, 0.00140073
0.150365, 0.00145815
0.154211, 0.00150725
0.156724, 0.00156095
0.157858, 0.00162213
-0.0232352, 0.0015293
-0.0236742, 0.00138696
-0.0240259, 0.00126164
-0.0242607, 0.00115351
-0.024374, 0.00106175
-0.0243753, 0.000979448
-0.0242889, 0.000916513
-0.0241452, 0.000864343
-0.0239688, 0.000820883
-0.0237803, 0.000784194
-0.0235952, 0.000752535
-0.0103014, 0.000737252
-0.0104126, 0.000728482
-0.0105267, 0.000720667
-0.0106535, 0.000712448
-0.0107744, 0.000704486
-0.0108967, 0.000695814
-0.0110093, 0.000687008
-0.0111291, 0.000676504
-0.0112447, 0.000664996
-0.0113464, 0.000653521
-0.0114496, 0.000640258
0.276733, 0.000899573
0.277552, 0.00126291
-3.20767, 0.00161856
0.253707, 0.00196035
0.255684, 0.00227746
0.257743, 0.00259489
-3.46281, 0.00290839
0.234394, 0.00321066
0.584089, 0.00351164
0.835103, 0.00383673
0.970075, 0.00413702
0.483616, 0.004144
0.483095, 0.00376507
0.445505, 0.00334468
0.382535, 0.00291593
0.327388, 0.00248024
0.261972, 0.00203937
0.20606, 0.0015937
0.164244, 0.00117764
0.139669, 0.000758282
0.131022, 0.000334134
0.404955, 0.000197589
0.405739, 0.000693643
0.407463, 0.0011863
0.40992, 0.00167648
-3.10337, 0.00219829
0.374961, 0.00262303
0.376941, 0.00308347
0.377922, 0.00354117
0.377273, 0.00399463
0.373899, 0.00447856
-0.206913, 0.00470295
-0.207774, 0.00447851
-0.207486, 0.0042114
-0.206229, 0.00396431
-0.204266, 0.00371775
-0.201815, 0.00347243
-0.198839, 0.00320869
-0.195983, 0.00296742
-0.192954, 0.00270854
-0.190362, 0.00247181
0.22569, 0.0024913
0.228116, 0.00279451
0.23033, 0.00307549
0.232458, 0.0033808
0.233927, 0.00366298
0.234655, 0.00394472
0.234359, 0.004225
0.23293, 0.00447951
0.229473, 0.00477553
-0.105111, 0.00499126
-0.102378, 0.00486936
-0.0992121, 0.00475057
-0.0956868, 0.00463539
0.0836099, 0.00452426
0.224523, 0.00441707
0.357697, 0.00431462
0.448988, 0.0042085
0.484071, 0.00411539
0.480745, 0.00402748
0.0555229, 0.00348044
0.0537712, 0.0028395
-0.154123, 0.00218211
-0.521642, 0.00156452
-0.52127, 0.000885604
-0.521007, 0.00025114
0.14391, 0.000132096
0.143918, 0.000264445
0.143933, 0.000367156
0.143957, 0.000484302
0.144003, 0.000674135
0.144033, 0.000834251
0.144039, 0.00100837
-0.223923, 0.00102631
-0.223941, 0.000732813
-0.223905, 0.000460391
-0.223858, 0.000163667
-0.223828, -0.000134741
-0.223818, -0.000411723
0.133137, -0.000447799
0.133123, -0.000255298
0.13313, -9.0876e-05
0.133167, 0.000100311
0.133228, 0.000277261
0.133311, 0.000453685
-0.169941, 0.000316418
-0.169976, 9.07194e-05
-0.169884, -0.00013595
-0.169684, -0.000345917
-0.169334, -0.000574029
-0.168912, -0.000767442
0.713105, -0.000194214
0.713316, 0.00068001
0.715384, 0.00154078
0.71826, 0.00231963
0.721195, 0.00315879
0.721977, 0.00398592
-0.28043, 0.00432368
-0.284126, 0.00397721
-0.285533, 0.00365225
-0.285457, 0.00332419
-0.284429, 0.00302194
-0.282775, 0.00271903
-0.280744, 0.00241601
0.713427, 0.00311817
0.724359, 0.00387728
0.740146, 0.00477543
0.753101, 0.00553663
0.761799, 0.0062275
0.764247, 0.00704913
-1.43206, 0.00762891
-1.44747, 0.00621722
-1.44113, 0.00462315
-1.42754, 0.00312466
-1.41396, 0.00130993
-1.41008, -0.000415114
-1.41504, -0.00204973
0.823883, -0.00328955
0.829991, -0.00230406
0.833229, -0.00124445
0.834446, -0.000203674
0.834311, 0.000816996
0.832534, 0.00181661
0.827861, 0.00279348
-1.78881, 0.00225184
-1.78264, 0.000102599
-1.78891, -0.00214072
-1.80336, -0.00449771
-1.81198, -0.00697906
-1.79071, -0.00957047
0.757752, -0.00888946
0.745661, -0.00780616
0.726913, -0.00676476
0.706472, -0.00576954
0.688292, -0.0048188
0.475862, -0.00416336
0.480917, -0.00352894
0.483354, -0.00289746
0.484123, -0.00232346
0.484116, -0.00170392
0.0296202, -0.00141468
0.0295607, -0.00138038
0.0294926, -0.00134617
0.0294172, -0.00131207
0.029328, -0.00127499
0.029233, -0.00123806
0.0291421, -0.00120433
0.238569, -0.00108211
0.238613, -0.000807908
0.238625, -0.00053513
0.238644, -0.000263779
0.2387, 3.06503e-05
-0.00465084, 0.000172614
-0.00468033, 0.000166891
-0.00470733, 0.000161132
-0.00473181, 0.000155341
-0.00475376, 0.00014952
-0.00477316, 0.000143672
-0.518965, -0.000413523
-0.519446, -0.00100769
-0.520547, -0.00160965
-0.521904, -0.00221999
-0.522983, -0.00283887
-0.52301, -0.00352305
0.514698, -0.00310561
0.515306, -0.00249257
0.514858, -0.00188644
0.513948, -0.00128795
0.51286, -0.000590625
0.512185, 4.38539e-05
0.51193, 0.000670109
-0.540679, 0.00121094
-0.54047, 0.000556541
-0.540707, -5.07643e-05
-0.54162, -0.000778518
-0.542898, -0.00146075
-0.544057, -0.00209537
-0.544647, -0.00285653
-0.543617, -0.00350892
0.662354, -0.00333435
0.661702, -0.00240172
0.660181, -0.00162649
0.65864, -0.000795484
0.657921, -4.64405e-05
0.658245, 0.000891051
0.659336, 0.00168194
-0.318923, 0.00177646
-0.31954, 0.00139553
-0.319779, 0.00101123
-0.317584, 0.00235065
-0.304158, 0.00278358
-0.284631, 0.00260572
-0.135251, 0.00202359
-0.123811, 0.00130037
-0.11897, 0.000461614
-0.118666, -0.000331091
-0.120056, -0.0010919
-0.121341, -0.00179037
0.273759, -0.00240899
0.248311, -0.00234059
0.227129, -0.00218532
0.210447, -0.00195166
0.197997, -0.0016504
0.189235, -0.00129342
0.183099, -0.000855201
0.179924, -0.000419598
-0.105476, -0.000439745
-0.0990501, -0.000483074
-0.0933777, -0.000525538
-0.0900231, -0.000559637
-0.0877813, -0.00059831
-0.0864224, -0.000645084
-0.0857247, -0.000702372
-0.0854892, -0.000771603
0.153965, -0.000565738
0.154044, -0.000213342
0.154327, 0.000155897
0.154676, 0.000481467
0.155057, 0.000824199
0.155327, 0.00112821
0.0377416, 0.00122689
0.037833, 0.0013103
0.0378878, 0.00138201
0.0379186, 0.00145648
0.0379218, 0.00152806
-0.30122, 0.00153625
-0.301327, 0.000992309
-0.301323, 0.000444706
-0.301323, -0.000156807
-0.301347, -0.000661425
-0.301341, -0.00122007
-0.301159, -0.00178231
0.402324, -0.00120032
0.402132, -0.000455611
0.402152, 0.000282352
0.40244, 0.00108028
0.402744, 0.00180552
-0.353759, 0.00234478
-0.354045, 0.00171177
-0.353912, 0.00101548
-0.353698, 0.000372328
-0.353552, -0.000275547
-0.35348, -0.000987933
-0.128475, -0.00145689
-0.128647, -0.00167521
-0.128829, -0.00193832
-0.12892, -0.00218047
-0.128879, -0.00242337
-0.128608, -0.00268885
0.742605, -0.00256119
0.741575, -0.00104458
0.741646, 0.000320992
0.74324, 0.00178699
0.745207, 0.00334986
-0.619962, 0.00457454
-0.621503, 0.00349113
-0.620494, 0.00239273
-0.618901, 0.00128163
-0.617882, -4.83168e-05
-0.618215, -0.00119
-0.619254, -0.00234872
0.309673, -0.00210899
0.31003, -0.00142332
0.310047, -0.00074287
0.310014, -0.000119672
0.310036, 0.000550228
-0.000798483, 0.000976723
-0.000805732, 0.000975138
-0.000812746, 0.000973538
-0.000819527, 0.000971925
-0.000826609, 0.000970163
-0.00083342, 0.000968385
-0.142784, 0.000642725
-0.142751, 0.000335228
-0.142773, 2.66122e-05
-0.142862, -0.000283251
-0.14301, -0.000594494
0.164963, -0.000875862
0.165233, -0.000570678
0.165286, -0.000238693
0.165109, 9.1893e-05
0.164709, 0.000420686
0.16407, 0.000747289
0.429944, 0.00117054
0.431167, 0.00201598
0.433955, 0.00278713
0.437893, 0.00362642
0.441438, 0.00446389
0.442823, 0.00529707
-0.609959, 0.00583797
-0.613979, 0.00469044
-0.612441, 0.00352405
-0.609154, 0.00244392
-0.605643, 0.00115552
-0.604272, -4.73895e-05
0.432417, -0.000629328
0.433048, 0.000166972
0.434285, 0.00102861
0.435717, 0.00181276
0.437047, 0.00266213
0.437259, 0.00343417
0.435172, 0.00426641
-0.350394, 0.0040067
-0.349628, 0.00339337
-0.348064, 0.00277727
-0.346207, 0.00210298
-0.344826, 0.00142621
-0.344378, 0.000802607
0.234811, 0.000827323
0.234988, 0.00125267
0.234767, 0.00171408
0.234035, 0.00213391
0.232441, 0.00258733
0.230021, 0.00299741
0.293649, 0.00349305
0.297258, 0.00401115
0.300958, 0.00453237
0.30432, 0.0051038
0.305948, 0.00562824
0.305273, 0.00615005
-0.14446, 0.00631762
-0.14354, 0.00609498
-0.140978, 0.00580798
-0.137861, 0.00556917
-0.134093, 0.00533551
-0.129454, 0.0050877
0.136371, 0.00490554
0.138985, 0.00514339
0.141135, 0.0054065
0.14231, 0.0056718
0.142353, 0.00589309
0.141037, 0.00615676
-0.0101449, 0.00637537
-0.00373085, 0.00636359
0.00266675, 0.00636269
0.00903923, 0.00637264
0.0153771, 0.00639338
0.022807, 0.00643168
0.0290255, 0.00647562
-0.386402, 0.00587526
-0.390157, 0.00514874
-0.39022, 0.00447377
-0.388377, 0.0037945
-0.385726, 0.00311326
-0.383161, 0.00243076
-0.381284, 0.00168407
0.160138, 0.00187695
0.16099, 0.00219064
0.16172, 0.00247845
0.162296, 0.0027663
0.162596, 0.00305382
0.162489, 0.0033404
0.161827, 0.00362526
-0.405229, 0.00344248
-0.405459, 0.00272695
-0.404821, 0.00207127
-0.403818, 0.00134524
-0.402959, 0.000614296
-0.402517, -0.000122076
-0.402537, -0.000796919
0.306427, -0.00108409
0.306537, -0.000516591
0.306744, 4.73015e-05
0.307048, 0.000556996
0.307466, 0.00111463
0.307839, 0.00166916
0.30794, 0.00222035
0.307365, 0.00281701
-0.237483, 0.00278716
-0.237265, 0.00236543
-0.236778, 0.00194209
-0.236186, 0.00147878
-0.235762, 0.00105267
-0.235577, 0.000585924
-0.0744356, 0.000179344
-0.0745608, 3.05473e-05
-0.0745922, -0.000106204
-0.0745435, -0.000243159
-0.0744132, -0.000380184
-0.0741986, -0.000517142
-0.073896, -0.000653887
0.471866, -0.000453427
0.471246, 0.000490091
0.472571, 0.00150105
0.474874, 0.00235004
0.246875, 0.00327089
-0.227049, 0.0041817
1.20563, 0.0051557
-0.588788, 0.00474803
-1.28137, 0.00397517
-0.40685, 0.00326316
-0.40421, 0.00247953
-1.29889, 0.00156316
-0.396782, 0.00268064
-0.37683, 0.00269579
-0.0494322, 0.00254344
-0.0310461, 0.00197436
-0.0232895, 0.00127211
-0.0220291, 0.000425076
-0.0255792, -0.000426103
-0.0313592, -0.00134261
0.0640094, -0.00192933
0.045072, -0.00221129
1.1212, -0.00250057
0.908328, -0.00246018
0.739035, -0.00235771
0.56822, -0.00217709
0.437589, -0.00196635
0.3383, -0.00174821
0.252512, -0.00149208
0.186422, -0.00123511
0.128784, -0.000954129
0.0843087, -0.000677463
0.0461617, -0.000431378
0.0170042, -0.000174746
-0.0246733, 6.84958e-05
-0.0597445, 0.000278052
-0.0608466, 0.000510133
-0.0877979, 0.000709483
-0.095942, 0.000549096
-0.0459812, 0.000294178
-0.0464056, 4.82985e-05
-0.0468521, -0.000227405
-0.304441, -0.000533864
-0.6265, -0.000801165
0.643693, -0.00106894
-0.566543, -0.00138675
-0.0473877, -0.00168142
0.0384391, -0.00193638
0.038501, -0.00171491
0.0385127, -0.00149343
0.0384908, -0.00127214
0.0384456, -0.00103282
0.0383927, -0.000793986
-0.761114, -0.00057442
-0.926808, -0.000374845
-1.13232, -0.000160333
-1.15625, 5.13262e-05
0.034742, 0.000260224
0.0347672, 0.000468612
0.0348065, 0.00069436
0.0348526, 0.000920153
-0.207265, 0.00114557
-0.81912, 0.00135319
-0.903097, 0.00154164
-0.773778, 0.00174509
-0.888299, 0.00194555
-0.422899, 0.00206
-0.029416, 0.00187566
-0.0293928, 0.00169123
-0.0293515, 0.00150684
-0.0293009, 0.00132259
-0.254676, 0.0011385
-0.879927, 0.000955377
-0.970419, 0.000773993
-0.837495, 0.000609989
-0.952945, 0.00043266
-0.514129, 0.000314205
-0.0190288, 0.00019774
-0.0190393, 7.08712e-05
-0.0190445, -5.61064e-05
-0.0190447, -0.000161981
-0.0190398, -0.000289076
-0.0190301, -0.000405593
-0.0190148, -0.000522094
-0.0189908, -0.000649128
-0.018961, -0.00076548
0.0522652, -0.000514336
0.052226, -0.00019438
0.0522171, 0.000154051
0.0522401, 0.000473064
0.0522946, 0.000820851
0.0523627, 0.00113957
0.0524355, 0.00145827
0.0524968, 0.00177693
0.0525258, 0.00209541
0.0524979, 0.00241346
0.0523846, 0.00273067
-0.100351, 0.00246993
-0.669305, 0.00186362
-0.473459, 0.00120406
-0.321757, 0.000546633
-0.20704, -0.000108929
-0.122793, -0.000766164
-0.0632128, -0.0014255
0.442416, -0.00631601
1.01231, -0.0091127
1.25467, -0.00898514
1.38771, -0.00794308
1.42418, -0.00630981
1.37686, -0.00465864
1.28155, -0.00306668
0.963191, -0.00146144
0.541672, -0.000490824
0.308961, 0.000183131
-0.231962, 0.000576594
-0.247537, 0.000880511
-0.249352, 0.00103755
-0.238253, 0.00102677
-0.220551, 0.000874827
0.35609, 0.00108524
0.403257, 0.00144092
0.440788, 0.0017516
0.469225, 0.00203744
0.48957, 0.0023149
0.503016, 0.00259655
0.510716, 0.00289126
-0.252147, 0.00257578
-0.254346, 0.00206815
-0.255417, 0.00158518
-0.255667, 0.00120254
-0.255476, 0.000802243
-0.25488, 0.000355286
-0.254307, 2.95444e-05
-0.253684, -0.000313368
-0.114429, -0.000512884
-0.11411, -0.000697652
-0.11383, -0.000855125
-0.113584, -0.000991032
-0.113338, -0.00112102
-0.11305, -0.00125806
-0.16017, -0.00143067
-0.160739, -0.00163929
-0.161444, -0.00184893
-0.16213, -0.0020443
-0.162766, -0.00224207
-0.163232, -0.00242566
-0.163527, -0.00262845
-0.163506, -0.0028336
0.408627, -0.00230193
0.40874, -0.00181785
0.408452, -0.001253
0.408148, -0.000781191
0.407967, -0.000272528
0.408054, 0.000230355
0.175358, 0.000503905
0.175446, 0.000727604
0.175535, 0.000957803
0.175562, 0.00118703
0.175468, 0.00141517
0.175213, 0.00162465
-0.00733267, 0.00176946
-0.00701471, 0.00176022
-0.00671894, 0.00175205
-0.00639616, 0.0017436
-0.00609608, 0.00173617
-0.00574346, 0.00172795
-0.49462, 0.00162947
-0.495104, 0.000986281
-0.49513, 0.000334553
-0.494978, -0.000325514
-0.494653, -0.000993896
0.557335, -0.000600232
0.557196, 8.92173e-05
0.557596, 0.000825944
0.558266, 0.00149727
0.558707, 0.00210547
0.558163, 0.00281486
-0.829294, 0.002678
-0.827883, 0.00161884
-0.826748, 0.000622551
-0.826881, -0.000392961
-0.828731, -0.00160489
-0.830725, -0.00266899
0.623253, -0.00273255
0.624623, -0.00192955
0.624397, -0.00113797
0.623479, -0.000423358
0.622084, 0.000343904
0.620295, 0.00109822
0.617732, 0.00183931
-1.25782, 0.000754041
-1.25835, -0.000666008
-1.26586, -0.00226562
-1.27658, -0.00378636
-1.28651, -0.00550945
-1.28577, -0.0071438
1.15586, -0.00689989
1.15827, -0.00543403
1.15083, -0.0038816
1.14148, -0.0025063
1.13411, -0.00117488
1.1311, 0.00023375
1.13403, 0.00160472
-0.542206, 0.002928
-0.546801, 0.0022908
-0.549272, 0.00164159
-0.550423, 0.000981973
-0.550799, 0.000312855
-0.550599, -0.000479141
-0.549745, -0.00122501
0.68578, -0.00158149
0.684065, -0.000647924
0.683801, 0.000267816
0.684989, 0.00109934
0.687114, 0.00191927
0.689199, 0.00272832
0.689711, 0.0035258
-0.463515, 0.00413605
-0.465346, 0.00360686
-0.465007, 0.00311593
-0.463554, 0.00262093
-0.461653, 0.00212264
-0.459847, 0.00162126
-0.458555, 0.00111649
-0.458088, 0.000561136
0.115113, 0.000262453
0.115259, 0.000403378
0.11531, 0.000532291
0.115256, 0.000684195
0.115106, 0.000812243
0.114847, 0.000939741
-0.236283, 0.000729726
-0.23616, 0.0004183
-0.236046, 0.00012926
-0.235953, -0.000161313
-0.235886, -0.000429048
-0.235818, -0.000698121
-0.235705, -0.000993172
0.471367, -0.000893418
0.471148, -0.000355077
0.471165, 0.000129386
0.47152, 0.000752613
0.471951, 0.00122725
0.472383, 0.00179148
0.472357, 0.00225705
0.471463, 0.00276378
0.469082, 0.00326377
-0.0139989, 0.00324841
-0.0125212, 0.00323437
-0.0110314, 0.0032219
-0.00953016, 0.00321101
-0.00801784, 0.00320171
-0.00649463, 0.00319402
-0.216363, 0.00315904
-0.217212, 0.00292865
-0.217532, 0.00269661
-0.217445, 0.00244211
-0.772086, 0.0018422
-0.77185, 0.000917359
-0.77173, -2.43589e-05
-0.772091, -0.000983816
-0.772513, -0.00187968
0.628814, -0.00217965
0.628871, -0.00144485
0.62853, -0.000655097
0.628297, 0.000186677
0.628332, 0.000888222
0.628357, 0.00158028
-1.1423, 0.00172062
-1.14191, 0.00034295
-1.14259, -0.00107295
-1.14372, -0.00252982
1.02868, -0.00347654
1.0287, -0.00225012
1.02755, -0.00105246
1.027, 1.19728e-05
1.02758, 0.00126078
1.02852, 0.00237996
-0.633984, 0.00221873
-0.634152, 0.00152921
-0.633818, 0.000766225
-0.633564, 5.69466e-05
-0.633548, -0.000662152
-0.633638, -0.00132475
0.796675, -0.000845799
0.796762, 6.00522e-05
0.797135, 0.000950388
0.797454, 0.00182576
-1.07251, 0.00184875
-1.0723, 0.00077681
-1.07191, -0.000428647
-1.07139, -0.00189016
-1.0693, -0.00315839
1.69804, -0.00205182
1.69613, -9.6289e-05
1.69923, 0.00178798
1.70433, 0.00344572
1.70426, 0.00536765
-0.326788, 0.0065785
-0.321804, 0.00625671
-0.315175, 0.00596749
-0.306238, 0.00565505
-0.297133, 0.00537753
-0.284581, 0.00502745
-0.324091, 0.00468992
-0.32791, 0.00426115
-0.328849, 0.00395055
-0.328652, 0.00360626
-0.327599, 0.00326026
0.0498716, 0.00303343
0.0499085, 0.00309125
0.0498233, 0.00314416
0.0495897, 0.00320164
0.0492372, 0.00325397
0.0486913, 0.00331049
0.106615, 0.00340805
0.109806, 0.00352216
0.11294, 0.00363933
0.116243, 0.0037705
0.11911, 0.00389363
0.122221, 0.00404236
-0.463709, 0.00407253
-0.470233, 0.00349504
-0.472784, 0.00295081
-0.473065, 0.00244506
-0.472051, 0.0019343
-0.470267, 0.00141951
-0.468117, 0.000901246
-0.465871, 0.000379709
0.830122, 0.00115912
0.834396, 0.00207127
0.842684, 0.00297362
0.853141, 0.00386911
0.863936, 0.0048388
0.869506, 0.00571843
0.866441, 0.00658302
-1.01943, 0.00691551
-1.02658, 0.00590198
-1.02168, 0.00486506
-1.00992, 0.00371655
-0.998442, 0.00265116
-0.989306, 0.00147638
0.900215, 0.000483246
0.903957, 0.00157434
0.910418, 0.00255934
0.918605, 0.00361987
0.924157, 0.00457883
0.923935, 0.00552157
0.911517, 0.00652288
0.883103, 0.00740346
-0.123394, 0.00733464
-0.107677, 0.00722187
-0.0914114, 0.00712439
-0.0747066, 0.00704284
-0.0576352, 0.00697774
-0.0386413, 0.006926
-0.0225311, 0.00689858
-0.00285429, 0.00688491
-0.381558, 0.00654619
-0.388271, 0.00616307
-0.390584, 0.0057725
-0.389506, 0.00537817
-0.386392, 0.00501883
-0.381435, 0.00462459
-0.376178, 0.00426825
-0.369678, 0.00384402
-0.148791, 0.00359967
-0.150406, 0.00341334
-0.151302, 0.00322482
-0.151613, 0.00303487
-0.151515, 0.00287351
-0.151204, 0.00272658
-0.150737, 0.0025796
-0.445906, 0.00218086
-0.446264, 0.00160773
-0.446122, 0.00107276
-0.445896, 0.000487009
-0.445853, -0.000105357
-0.0625626, -0.000622841
-0.0625465, -0.00068783
-0.0625084, -0.000765889
-0.0624584, -0.000830981
-0.0623811, -0.000902604
-0.0622772, -0.000974225
-0.0621429, -0.00104581
0.555827, -0.0010771
0.555287, -0.000383382
0.55528, 0.000244135
0.555768, 0.000864291
0.556571, 0.00147763
0.55735, 0.0021392
0.557265, 0.00279254
-0.231167, 0.00307264
-0.231443, 0.00280401
-0.231154, 0.00253391
-0.230498, 0.00226285
-0.229656, 0.00199116
-0.228711, 0.00169628
-0.227954, 0.00142355
-0.440806, 0.00109246
-0.441216, 0.00055807
-0.441621, 1.76222e-05
-0.442141, -0.000574882
-0.442651, -0.00117488
-0.442856, -0.00178232
-0.442263, -0.00239664
0.595602, -0.00224292
0.594902, -0.00148346
0.594088, -0.000735802
0.593681, 6.13638e-05
0.593913, 0.000786291
0.59458, 0.00156071
0.594968, 0.00226578
-0.206333, 0.00250049
-0.206647, 0.0022377
-0.206559, 0.00197337
-0.206289, 0.0017488
-0.205896, 0.00150304
