s, d, v, x, y,t
3228.93,10.0653,49.4267,2097.91,3008.76,495.057
3228.05,10.0601,49.4264,2097.03,3008.76,495.109
3226.72,10.0528,49.454,2095.7,3008.78,495.161
3225.84,10.0475,49.4264,2094.82,3008.78,495.213
3225.93,10.0402,49.454,2093.49,3008.8,495.261
3226.82,10.035,49.4537,2092.61,3008.8,495.313
3228.14,10.0274,49.4537,2091.28,3008.82,495.361
3229.03,10.0224,49.4537,2090.4,3008.82,495.413
3230.35,10.0148,49.4264,2089.07,3008.84,495.461
3231.24,10.0098,49.4264,2088.19,3008.84,495.513
3232.56,10.0022,49.4264,2086.86,3008.86,495.565
3233.45,9.99724,49.4264,2085.98,3008.86,495.617
3234.77,9.98965,49.4264,2084.65,3008.88,495.669
3236.1,9.98425,49.4551,2083.33,3008.89,495.721
3236.98,9.98098,49.4548,2082.44,3008.9,495.773
3238.31,9.97851,49.4562,2081.12,3008.92,495.825
3239.64,9.97995,49.4308,2079.79,3008.94,495.881
3240.52,9.98302,49.4327,2078.91,3008.95,495.933
3241.85,9.98739,49.4327,2077.58,3008.98,495.985
3243.17,9.99493,49.4621,2076.25,3009.01,496.041
3244.06,10.0017,49.4366,2075.37,3009.03,496.097
3245.38,10.0121,49.4645,2074.04,3009.06,496.153
3265.59,10.1104,49.4404,2072.72,3009.09,496.201
3264.71,10.1114,49.4398,2071.83,3009.11,496.253
3263.39,10.1158,49.4426,2070.51,3009.15,496.301
3262.5,10.1188,49.4426,2069.62,3009.17,496.353
3261.17,10.1235,49.4426,2068.3,3009.21,496.409
3259.85,10.1279,49.4699,2066.97,3009.24,496.461
3258.96,10.1311,49.4706,2066.09,3009.27,496.513
3257.64,10.1366,49.473,2064.76,3009.3,496.565
3256.75,10.1417,49.4738,2063.88,3009.33,496.617
3256.97,10.1491,49.4457,2062.55,3009.37,496.669
3258.3,10.1577,49.449,2061.23,3009.41,496.721
3259.18,10.1648,49.449,2060.34,3009.44,496.773
3260.51,10.1754,49.449,2059.02,3009.48,496.821
3261.83,10.185,49.4763,2057.69,3009.52,496.885
3263.16,10.1936,49.4457,2056.36,3009.56,496.941
3264.04,10.1965,49.3607,2055.48,3009.58,496.993
3265.37,10.1991,49.3306,2054.16,3009.62,497.045
3266.25,10.1991,49.4645,2053.27,3009.64,497.101
3267.58,10.1958,49.4348,2051.95,3009.67,497.149
3268.9,10.1892,49.4322,2050.62,3009.69,497.201
3269.79,10.1835,49.3216,2049.74,3009.71,497.253
3271.11,10.1711,49.4292,2048.41,3009.73,497.301
3271.99,10.1611,49.3323,2047.53,3009.74,497.349
3273.32,10.1427,49.4264,2046.21,3009.75,497.405
3274.64,10.1213,49.4392,2044.88,3009.76,497.461
3275.53,10.1052,49.3158,2044,3009.76,497.509
3276.85,10.078,49.4383,2042.67,3009.77,497.561
3296.82,9.36004,49.4382,2041.79,3009.77,497.609
3295.5,9.42347,49.329,2040.47,3009.77,497.661
3294.62,9.4639,49.4388,2039.58,3009.76,497.713
3293.29,9.52245,49.4392,2038.26,3009.76,497.761
3292.41,9.55899,49.4401,2037.38,3009.75,497.813
3291.09,9.61144,49.4412,2036.05,3009.74,497.865
3290.21,9.645,49.3183,2035.17,3009.73,497.913
3288.88,9.69234,49.3336,2033.85,3009.71,497.961
3288,9.72204,49.3349,2032.96,3009.7,498.013
3287.17,9.76352,49.323,2031.64,3009.67,498.065
3288.49,9.80189,49.4485,2030.31,3009.64,498.125
3289.82,9.83728,49.4508,2028.99,3009.61,498.181
3290.7,9.85888,49.3306,2028.11,3009.59,498.233
3292.02,9.8914,49.4534,2026.78,3009.56,498.285
3293.35,9.91971,49.4593,2025.46,3009.52,498.341
3294.23,9.93746,49.4457,2024.58,3009.5,498.393
3295.56,9.95993,49.4662,2023.25,3009.45,498.445
3296.44,9.97545,49.3535,2022.37,3009.43,498.493
3297.76,9.99479,49.471,2021.05,3009.38,498.545
3299.09,10.0143,49.471,2019.72,3009.33,498.605
3300.41,10.0297,49.3659,2018.4,3009.28,498.657
3301.3,10.0384,49.3703,2017.52,3009.25,498.709
3302.62,10.0479,49.4828,2016.19,3009.19,498.761
3303.5,10.0525,49.3797,2015.31,3009.15,498.813
3304.83,10.0559,49.4939,2013.98,3009.09,498.861
3305.71,10.0566,49.3765,2013.1,3009.05,498.913
3307.04,10.0539,49.382,2011.78,3008.98,498.965
3307.92,10.0506,49.4014,2010.9,3008.93,499.017
3309.25,10.042,49.4075,2009.58,3008.86,499.069
3310.57,10.0303,49.4154,2008.25,3008.78,499.121
3311.45,10.021,49.422,2007.37,3008.73,499.173
3331.08,9.70842,49.4288,2006.05,3008.65,499.221
3330.19,9.72374,49.4222,2005.16,3008.59,499.273
3328.87,9.7471,49.4204,2003.84,3008.51,499.325
3327.54,9.76729,49.4295,2002.52,3008.42,499.377
3326.66,9.77849,49.4507,2001.64,3008.36,499.429
3325.33,9.796,49.4507,2000.31,3008.27,499.485
3324.01,9.81028,49.3398,1998.99,3008.17,499.537
3323.12,9.81927,49.4604,1998.11,3008.11,499.589
3321.8,9.83063,49.4665,1996.79,3008.01,499.641
3322.62,9.83687,49.4665,1995.91,3007.95,499.693
3323.95,9.84205,49.3607,1994.59,3007.84,499.741
3324.83,9.84619,49.4768,1993.7,3007.78,499.789
3326.16,9.84845,49.3717,1992.38,3007.67,499.841
3327.04,9.85089,49.4832,1991.5,3007.6,499.893
3328.37,9.85388,49.3629,1990.18,3007.49,499.945
3329.25,9.85437,49.492,1989.3,3007.42,499.993
3330.58,9.85444,49.3717,1987.98,3007.31,500.045
3331.91,9.85485,49.3695,1986.65,3007.21,500.097
3332.79,9.85509,49.492,1985.77,3007.13,500.149
3334.12,9.85516,49.3717,1984.45,3007.03,500.201
3335,9.8576,49.4832,1983.57,3006.96,500.253
3336.33,9.86084,49.3607,1982.25,3006.85,500.305
3337.21,9.86498,49.4747,1981.37,3006.78,500.353
3338.54,9.87219,49.4632,1980.05,3006.68,500.401
3339.42,9.87844,49.4665,1979.16,3006.62,500.453
3340.74,9.88978,49.4448,1977.84,3006.52,500.505
3342.07,9.90316,49.4448,1976.52,3006.42,500.561
3342.96,9.91338,49.4507,1975.64,3006.36,500.613
3344.28,9.92968,49.4507,1974.31,3006.27,500.661
3345.17,9.94185,49.4431,1973.43,3006.21,500.713
3364.49,10.2998,49.4358,1972.11,3006.12,500.765
3363.16,10.2755,49.4203,1970.79,3006.04,500.817
3362.28,10.2585,49.4151,1969.9,3005.98,500.865
3360.95,10.2374,49.4001,1968.58,3005.9,500.921
3360.07,10.2226,49.4203,1967.7,3005.85,500.977
3358.74,10.2042,49.409,1966.38,3005.77,501.029
3357.42,10.1861,49.4075,1965.05,3005.7,501.081
3356.53,10.1752,49.4075,1964.17,3005.65,501.133
3356.15,10.162,49.5105,1962.85,3005.57,501.189
3357.48,10.1517,49.5062,1961.52,3005.51,501.241
3358.36,10.1459,49.4992,1960.64,3005.46,501.293
3359.68,10.1368,49.4992,1959.31,3005.39,501.345
3360.57,10.1331,49.4939,1958.43,3005.35,501.393
3361.89,10.1257,49.4856,1957.11,3005.28,501.445
3363.22,10.1195,49.3901,1955.78,3005.22,501.497
3364.11,10.1147,49.4992,1954.9,3005.17,501.549
3365.43,10.1106,49.3848,1953.58,3005.11,501.601
3366.32,10.1078,49.3848,1952.69,3005.07,501.653
3367.64,10.1036,49.3848,1951.37,3005.01,501.705
3368.53,10.1008,49.3848,1950.48,3004.96,501.757
3369.85,10.0963,49.3725,1949.16,3004.9,501.809
3371.18,10.0892,49.4992,1947.83,3004.84,501.861
3372.5,10.0811,49.3957,1946.51,3004.77,501.921
3373.39,10.0742,49.5062,1945.63,3004.72,501.973
3374.71,10.0631,49.4014,1944.3,3004.65,502.021
3375.6,10.0542,49.5105,1943.42,3004.6,502.073
3376.92,10.038,49.3939,1942.1,3004.53,502.121
3377.81,10.0271,49.4075,1941.21,3004.48,502.173
3379.13,10.0078,49.4154,1939.89,3004.4,502.225
3380.46,9.98862,49.4154,1938.57,3004.32,502.281
3400.1,9.51412,49.4017,1937.69,3004.27,502.333
3398.77,9.55704,49.4083,1936.36,3004.19,502.385
3397.45,9.59899,49.4083,1935.04,3004.11,502.441
3396.56,9.62671,49.4288,1934.16,3004.05,502.493
3395.24,9.66866,49.4288,1932.84,3003.97,502.545
3394.36,9.6954,49.4288,1931.95,3003.91,502.597
3393.03,9.73224,49.4358,1930.63,3003.83,502.657
3391.7,9.76826,49.3342,1929.31,3003.74,502.709
3390.58,9.80015,49.4507,1927.99,3003.65,502.761
3391.46,9.81975,49.4584,1927.11,3003.59,502.813
3392.79,9.84775,49.4584,1925.78,3003.49,502.865
3394.11,9.87477,49.4529,1924.46,3003.39,502.917
3394.99,9.89025,49.4747,1923.58,3003.32,502.969
3396.32,9.9111,49.3629,1922.26,3003.22,503.021
3397.2,9.92268,49.4806,1921.38,3003.15,503.077
3398.53,9.9377,49.5032,1920.06,3003.04,503.129
3399.85,9.95044,49.3808,1918.74,3002.93,503.181
3400.74,9.95707,49.3901,1917.86,3002.86,503.233
3402.06,9.96592,49.4037,1916.54,3002.74,503.285
3403.39,9.9738,49.3996,1915.22,3002.62,503.337
3404.27,9.9762,49.3006,1914.34,3002.54,503.389
3405.59,9.97815,49.3081,1913.02,3002.42,503.441
3406.48,9.97764,49.321,1912.14,3002.34,503.493
3407.8,9.97327,49.4402,1910.82,3002.21,503.545
3409.13,9.96808,49.3315,1909.5,3002.08,503.597
3410.01,9.96368,49.3315,1908.62,3001.99,503.649
3411.33,9.9563,49.3422,1907.31,3001.86,503.701
3431.3,9.46907,49.4647,1906.43,3001.78,503.753
3429.98,9.5234,49.3673,1905.11,3001.64,503.801
3429.1,9.55727,49.3789,1904.23,3001.55,503.853
3427.77,9.60871,49.3789,1902.91,3001.41,503.905
3426.89,9.64163,49.3789,1902.04,3001.31,503.957
3425.57,9.68702,49.4162,1900.72,3001.17,504.009
3424.24,9.73241,49.4162,1899.4,3001.02,504.061
3423.36,9.76145,49.4027,1898.53,3000.93,504.113
3422.03,9.80176,49.4149,1897.21,3000.78,504.165
3421.88,9.8268,49.4274,1896.33,3000.67,504.213
3423.2,9.86104,49.3317,1895.02,3000.52,504.261
3424.09,9.88172,49.3479,1894.14,3000.41,504.313
3425.41,9.91306,49.3447,1892.82,3000.25,504.365
3426.73,9.94452,49.4531,1891.51,3000.09,504.417
3427.62,9.96339,49.3579,1890.63,2999.99,504.469
3428.94,9.98867,49.3714,1889.32,2999.82,504.525
3430.27,10.0097,49.4026,1888,2999.65,504.581
3431.15,10.0247,49.3851,1887.13,2999.54,504.633
3432.47,10.0428,49.4168,1885.81,2999.37,504.681
3433.36,10.0555,49.4026,1884.94,2999.25,504.733
3434.68,10.0706,49.323,1883.62,2999.08,504.785
3435.56,10.0794,49.323,1882.75,2998.96,504.841
3436.89,10.0887,49.461,1881.44,2998.78,504.893
3438.21,10.0946,49.3528,1880.13,2998.59,504.945
3439.54,10.0985,49.3835,1878.82,2998.41,504.997
3440.42,10.0982,49.3992,1877.94,2998.28,505.049
3441.74,10.0921,49.3274,1876.63,2998.09,505.101
3442.63,10.0857,49.3304,1875.76,2997.95,505.153
3443.95,10.0709,49.4812,1874.45,2997.75,505.205
3444.84,10.0582,49.3813,1873.58,2997.61,505.261
3464.41,9.64021,49.4123,1872.27,2997.4,505.313
3463.08,9.67285,49.4255,1870.96,2997.18,505.365
3461.76,9.70219,49.4479,1869.65,2996.97,505.421
3460.88,9.72009,49.3583,1868.78,2996.82,505.477
3459.55,9.74325,49.3768,1867.48,2996.59,505.529
3458.22,9.76351,49.3867,1866.17,2996.37,505.581
3457.34,9.77546,49.4009,1865.3,2996.21,505.633
3456.02,9.78957,49.4382,1863.99,2995.98,505.685
3455.13,9.79744,49.4577,1863.12,2995.82,505.737
3456.34,9.80559,49.3565,1861.82,2995.59,505.789
3457.66,9.81087,49.4972,1860.52,2995.34,505.841
3458.55,9.81141,49.3966,1859.65,2995.18,505.897
3459.87,9.81148,49.41,1858.35,2994.93,505.945
3460.76,9.81147,49.5243,1857.48,2994.77,505.993
3462.08,9.8125,49.5173,1856.17,2994.52,506.045
3463.41,9.81351,49.41,1854.87,2994.28,506.101
3464.29,9.81448,49.5173,1854,2994.11,506.153
3465.62,9.81663,49.4972,1852.7,2993.87,506.205
3466.5,9.81953,49.3714,1851.83,2993.7,506.257
3467.83,9.82359,49.4838,1850.53,2993.46,506.313
3469.16,9.82888,49.4972,1849.22,2993.22,506.361
3470.04,9.83271,49.3515,1848.35,2993.06,506.413
3471.37,9.84106,49.4528,1847.05,2992.82,506.461
3472.25,9.84894,49.4334,1846.18,2992.66,506.509
3473.58,9.86304,49.4191,1844.87,2992.43,506.561
3474.46,9.8738,49.4191,1844,2992.28,506.613
3475.78,9.8943,49.4709,1842.7,2992.05,506.661
3476.67,9.90889,49.3633,1841.83,2991.9,506.713
3477.99,9.93535,49.3267,1840.52,2991.68,506.761
3478.88,9.95441,49.4479,1839.65,2991.53,506.813
3499.49,10.6713,49.4299,1838.34,2991.32,506.861
3498.17,10.6127,49.3948,1837.03,2991.1,506.921
3497.29,10.5748,49.3813,1836.16,2990.96,506.973
3495.96,10.5222,49.3429,1834.85,2990.76,507.025
3494.64,10.4697,49.4643,1833.54,2990.55,507.081
3493.76,10.4359,49.3429,1832.67,2990.41,507.133
3492.43,10.3894,49.4313,1831.36,2990.22,507.185
3491.55,10.3597,49.4313,1830.49,2990.08,507.237
3490.22,10.318,49.4151,1829.18,2989.89,507.289
3491.53,10.2795,49.3992,1827.87,2989.7,507.341
3492.41,10.2559,49.3835,1826.99,2989.57,507.393
3493.73,10.2214,49.368,1825.68,2989.38,507.441
3494.62,10.1978,49.3835,1824.81,2989.26,507.493
3495.94,10.1653,49.4762,1823.49,2989.07,507.545
3497.26,10.1358,49.461,1822.18,2988.89,507.597
3498.15,10.1174,49.3341,1821.31,2988.77,507.645
3499.47,10.0879,49.3528,1819.99,2988.58,507.697
3500.36,10.0683,49.461,1819.12,2988.46,507.749
3501.68,10.0419,49.3378,1817.81,2988.28,507.801
3502.56,10.0254,49.3194,1816.93,2988.16,507.853
3503.89,9.9999,49.323,1815.62,2987.98,507.905
3505.21,9.97752,49.3085,1814.31,2987.81,507.957
3506.1,9.96502,49.4026,1813.43,2987.69,508.005
3507.42,9.94882,49.3986,1812.12,2987.52,508.057
3508.3,9.93923,49.3886,1811.24,2987.41,508.109
3509.63,9.92909,49.3579,1809.93,2987.25,508.161
3510.51,9.92349,49.3579,1809.05,2987.14,508.213
3511.84,9.91941,49.3317,1807.73,2986.98,508.265
3512.72,9.91806,49.4537,1806.86,2986.88,508.313
3514.05,9.91882,49.4274,1805.54,2986.72,508.365
3515.37,9.92382,49.4027,1804.22,2986.57,508.421
3516.26,9.92853,49.4132,1803.35,2986.48,508.473
3517.58,9.93935,49.3895,1802.03,2986.33,508.521
3537.46,10.265,49.376,1801.15,2986.24,508.573
3536.13,10.2368,49.3645,1799.83,2986.1,508.621
3535.25,10.22,49.4619,1798.95,2986.01,508.673
3533.92,10.1977,49.4672,1797.63,2985.88,508.725
3532.6,10.1786,49.4538,1796.31,2985.75,508.781
3531.71,10.1678,49.4433,1795.43,2985.67,508.833
3530.39,10.1526,49.4194,1794.11,2985.54,508.881
3529.5,10.1419,49.4297,1793.23,2985.46,508.933
3528.18,10.1268,49.4433,1791.91,2985.33,508.985
3529.41,10.1136,49.433,1790.59,2985.21,509.041
3530.29,10.1067,49.423,1789.71,2985.13,509.093
3531.61,10.0977,49.3996,1788.39,2985.01,509.145
3532.94,10.0887,49.3972,1787.07,2984.89,509.201
3533.82,10.0838,49.4132,1786.19,2984.81,509.253
3535.15,10.0798,49.5125,1784.87,2984.7,509.301
3536.04,10.0781,49.501,1783.99,2984.62,509.349
3537.36,10.074,49.5125,1782.67,2984.51,509.401
3538.24,10.0732,49.3921,1781.79,2984.44,509.453
3539.57,10.0721,49.3808,1780.47,2984.32,509.501
3540.46,10.0734,49.4942,1779.59,2984.25,509.549
3541.78,10.0754,49.3695,1778.26,2984.14,509.601
3542.67,10.0768,49.492,1777.38,2984.07,509.649
3543.99,10.0787,49.3695,1776.06,2983.97,509.701
3544.88,10.078,49.3785,1775.18,2983.89,509.753
3546.2,10.0769,49.3785,1773.86,2983.78,509.801
3547.09,10.0742,49.3877,1772.98,2983.7,509.853
3548.41,10.0679,49.4132,1771.66,2983.59,509.905
3549.3,10.0633,49.3996,1770.78,2983.51,509.957
3550.62,10.0563,49.4108,1769.45,2983.39,510.009
3551.95,10.0471,49.4094,1768.13,2983.27,510.061
3552.83,10.0405,49.4069,1767.25,2983.19,510.113
3554.16,10.0283,49.433,1765.93,2983.07,510.161
3555.04,10.0195,49.433,1765.05,2982.99,510.213
3556.37,10.0063,49.4194,1763.73,2982.87,510.265
3557.25,9.99651,49.4297,1762.85,2982.78,510.313
3558.58,9.98039,49.4297,1761.53,2982.66,510.369
3577.22,9.63085,49.4538,1760.21,2982.53,510.421
3576.33,9.65202,49.4538,1759.33,2982.44,510.473
3575.01,9.68145,49.4509,1758.02,2982.31,510.521
3574.12,9.70056,49.4645,1757.14,2982.22,510.573
3572.8,9.72709,49.4619,1755.82,2982.09,510.625
3571.47,9.75252,49.3532,1754.5,2981.96,510.681
3570.59,9.76957,49.4619,1753.62,2981.87,510.733
3569.26,9.79501,49.3532,1752.3,2981.73,510.785
3568.38,9.81229,49.4619,1751.42,2981.64,510.837
3569.69,9.83773,49.3532,1750.1,2981.51,510.889
3571.01,9.86014,49.4759,1748.78,2981.37,510.941
3571.9,9.87513,49.3673,1747.9,2981.28,510.993
3573.22,9.89766,49.3673,1746.59,2981.14,511.041
3574.11,9.91264,49.4759,1745.71,2981.05,511.093
3575.43,9.93517,49.3673,1744.39,2980.91,511.141
3576.32,9.95004,49.3809,1743.51,2980.82,511.193
3577.64,9.97269,49.4895,1742.19,2980.68,511.245
3578.52,9.98562,49.3924,1741.32,2980.58,511.293
3579.85,10.0021,49.4042,1740,2980.44,511.345
3581.18,10.0157,49.4162,1738.68,2980.29,511.401
3582.06,10.0228,49.4118,1737.8,2980.19,511.453
3583.39,10.0321,49.4274,1736.48,2980.04,511.501
3584.27,10.0389,49.4285,1735.61,2979.94,511.553
3585.59,10.0456,49.4537,1734.29,2979.79,511.601
3586.48,10.0504,49.4274,1733.41,2979.69,511.653
3587.8,10.0548,49.4537,1732.1,2979.53,511.701
3588.69,10.0557,49.4531,1731.22,2979.42,511.753
3590.01,10.0538,49.3579,1729.9,2979.26,511.801
3590.89,10.0508,49.3714,1729.03,2979.15,511.853
3592.22,10.0451,49.3714,1727.71,2978.99,511.905
3593.55,10.0375,49.3986,1726.4,2978.82,511.961
3594.43,10.0303,49.399,1725.52,2978.7,512.013
3614.13,9.64137,49.4132,1724.21,2978.53,512.061
3613.24,9.66638,49.4276,1723.33,2978.41,512.113
3611.92,9.70048,49.446,1722.02,2978.23,512.165
3611.04,9.72131,49.349,1721.14,2978.11,512.217
3609.71,9.74947,49.368,1719.83,2977.92,512.265
3608.39,9.7749,49.4916,1718.52,2977.74,512.317
3607.5,9.78947,49.3992,1717.65,2977.61,512.369
3606.18,9.81072,49.3992,1716.34,2977.41,512.421
3605.29,9.82335,49.4056,1715.46,2977.28,512.473
3605.51,9.84051,49.4354,1714.15,2977.09,512.525
3606.84,9.8567,49.4354,1712.84,2976.89,512.577
3607.72,9.86549,49.4518,1711.96,2976.76,512.629
3609.05,9.87877,49.4383,1710.65,2976.55,512.681
3609.93,9.8874,49.4518,1709.78,2976.42,512.729
3611.26,9.90071,49.4477,1708.47,2976.22,512.785
3612.58,9.91055,49.3606,1707.16,2976.01,512.841
3613.47,9.91725,49.3606,1706.29,2975.88,512.893
3614.79,9.92459,49.3598,1704.98,2975.67,512.945
3616.12,9.93172,49.3733,1703.67,2975.47,513.001
3617,9.93623,49.3641,1702.8,2975.33,513.053
3618.33,9.9436,49.3733,1701.48,2975.12,513.105
3619.65,9.9507,49.4812,1700.17,2974.91,513.157
3620.54,9.95523,49.3776,1699.3,2974.78,513.209
3621.86,9.9626,49.4812,1697.99,2974.57,513.261
3622.75,9.96711,49.3776,1697.12,2974.43,513.317
3624.07,9.97424,49.3776,1695.81,2974.22,513.369
3625.4,9.98038,49.5027,1694.5,2974.01,513.421
3626.28,9.98322,49.5027,1693.63,2973.88,513.477
3627.61,9.98728,49.3948,1692.32,2973.66,513.525
3628.94,9.99133,49.377,1691.01,2973.45,513.581
3629.82,9.99394,49.5027,1690.13,2973.32,513.633
3631.15,9.99799,49.3813,1688.83,2973.11,513.681
3632.03,10.0008,49.4983,1687.95,2972.97,513.733
3651.63,10.0832,49.3813,1686.64,2972.76,513.781
3650.74,10.0785,49.5027,1685.77,2972.61,513.833
3649.42,10.0681,49.4079,1684.46,2972.4,513.885
3648.53,10.0611,49.5201,1683.59,2972.26,513.933
3647.21,10.0509,49.5157,1682.28,2972.05,513.981
3646.32,10.0438,49.3988,1681.41,2971.91,514.033
3645,10.0334,49.5201,1680.1,2971.69,514.085
3643.67,10.023,49.4123,1678.79,2971.48,514.137
3642.79,10.016,49.4123,1677.92,2971.34,514.189
3643.61,10.0059,49.5201,1676.61,2971.12,514.241
3644.49,9.99885,49.3988,1675.74,2970.98,514.293
3645.82,9.98863,49.5201,1674.43,2970.77,514.341
3646.7,9.98154,49.3988,1673.56,2970.63,514.393
3648.03,9.97132,49.4123,1672.25,2970.41,514.445
3649.35,9.96069,49.4123,1670.94,2970.2,514.501
3650.24,9.95398,49.3944,1670.07,2970.06,514.553
3651.56,9.94352,49.4123,1668.76,2969.85,514.605
3652.89,9.93425,49.3948,1667.45,2969.63,514.657
3653.77,9.92732,49.4123,1666.58,2969.49,514.705
3655.1,9.92109,49.4855,1665.27,2969.28,514.761
3655.98,9.91619,49.3905,1664.39,2969.14,514.813
3657.31,9.90996,49.4812,1663.08,2968.93,514.861
3658.19,9.90673,49.3641,1662.21,2968.8,514.913
3659.52,9.90655,49.3397,1660.9,2968.59,514.965
3660.84,9.90941,49.4313,1659.59,2968.39,515.017
3661.73,9.91349,49.4151,1658.72,2968.26,515.069
3663.05,9.92237,49.3992,1657.4,2968.07,515.121
3663.94,9.92742,49.4151,1656.53,2967.94,515.173
3665.26,9.93921,49.3835,1655.22,2967.75,515.221
3666.15,9.94634,49.4031,1654.35,2967.62,515.273
3667.47,9.96118,49.4762,1653.03,2967.43,515.325
3686.9,10.3808,49.3545,1652.16,2967.31,515.377
3685.57,10.3434,49.3378,1650.85,2967.12,515.425
3684.25,10.309,49.4276,1649.53,2966.95,515.481
3683.36,10.2872,49.4313,1648.66,2966.83,515.533
3682.04,10.2589,49.399,1647.34,2966.66,515.585
3680.71,10.2303,49.4026,1646.03,2966.48,515.641
3679.83,10.2127,49.4026,1645.15,2966.37,515.693
3678.51,10.1894,49.4969,1643.84,2966.2,515.745
3678.52,10.169,49.4967,1642.52,2966.03,515.797
3679.4,10.1565,49.4663,1641.65,2965.93,515.849
3680.73,10.1361,49.4798,1640.33,2965.76,515.901
3681.61,10.1237,49.4663,1639.45,2965.65,515.953
3682.94,10.1062,49.3579,1638.14,2965.49,516.005
3684.26,10.0929,49.3317,1636.82,2965.33,516.057
3685.15,10.0855,49.4537,1635.94,2965.23,516.109
3686.47,10.0771,49.4274,1634.63,2965.07,516.161
3687.36,10.0716,49.4274,1633.75,2964.97,516.213
3688.68,10.0665,49.4149,1632.43,2964.82,516.261
3689.57,10.0629,49.4149,1631.56,2964.72,516.313
3690.89,10.0609,49.5248,1630.24,2964.58,516.361
3691.78,10.0605,49.4992,1629.36,2964.48,516.413
3693.1,10.0584,49.5248,1628.04,2964.33,516.465
3694.43,10.0563,49.5218,1626.72,2964.18,516.517
3695.31,10.0547,49.5112,1625.84,2964.09,516.569
3696.64,10.0558,49.4963,1624.52,2963.94,516.621
3697.52,10.0561,49.3906,1623.65,2963.85,516.673
3698.85,10.057,49.4992,1622.33,2963.7,516.721
3699.73,10.0575,49.3906,1621.45,2963.61,516.769
3701.06,10.0583,49.3906,1620.13,2963.46,516.821
3701.94,10.0589,49.4042,1619.25,2963.37,516.873
3703.27,10.0597,49.4042,1617.93,2963.22,516.925
3704.6,10.0609,49.5098,1616.62,2963.08,516.981
3705.48,10.0611,49.3906,1615.74,2962.98,517.033
3706.81,10.06,49.4162,1614.42,2962.84,517.081
3707.69,10.0587,49.4027,1613.54,2962.74,517.129
3709.02,10.0566,49.4027,1612.22,2962.59,517.181
3709.9,10.0531,49.4149,1611.34,2962.49,517.233
3711.23,10.0479,49.4149,1610.03,2962.34,517.281
3712.11,10.0443,49.4285,1609.15,2962.24,517.333
3713.44,10.0373,49.4274,1607.83,2962.09,517.381
3733.17,9.80304,49.4274,1606.95,2961.99,517.433
3731.84,9.82497,49.4401,1605.64,2961.83,517.485
3730.52,9.84594,49.4537,1604.32,2961.68,517.537
3729.63,9.8599,49.4401,1603.44,2961.57,517.589
3728.31,9.88087,49.4401,1602.12,2961.42,517.641
3727.42,9.89485,49.4537,1601.25,2961.31,517.693
3726.1,9.91373,49.4531,1599.93,2961.16,517.741
3725.21,9.92565,49.4531,1599.05,2961.05,517.793
3723.89,9.94139,49.4663,1597.74,2960.89,517.845
3724.68,9.95629,49.3579,1596.42,2960.73,517.901
3725.57,9.96616,49.4832,1595.54,2960.62,517.953
3726.89,9.98117,49.4663,1594.23,2960.46,518.005
3728.22,9.99486,49.3714,1592.91,2960.29,518.057
3729.1,10.0049,49.4663,1592.04,2960.18,518.109
3730.43,10.0186,49.3714,1590.72,2960.02,518.161
3731.31,10.0287,49.4663,1589.84,2959.91,518.213
3732.64,10.0395,49.4934,1588.53,2959.75,518.261
3733.52,10.0452,49.3851,1587.65,2959.64,518.313
3734.85,10.0512,49.399,1586.34,2959.47,518.365
3736.18,10.054,49.4168,1585.02,2959.29,518.417
3737.06,10.0549,49.4276,1584.14,2959.17,518.469
3738.38,10.0565,49.4313,1582.83,2959,518.525
3739.71,10.0553,49.446,1581.52,2958.82,518.585
3741.04,10.051,49.446,1580.2,2958.64,518.637
3741.92,10.048,49.461,1579.33,2958.52,518.689
3743.25,10.0406,49.461,1578.01,2958.34,518.741
3744.13,10.0354,49.4897,1577.14,2958.21,518.793
3745.46,10.0251,49.4762,1575.83,2958.03,518.845
3746.78,10.0148,49.4762,1574.51,2957.84,518.897
3747.67,10.0076,49.3835,1573.64,2957.71,518.949
3748.99,9.9933,49.3992,1572.33,2957.52,519.001
3749.88,9.98219,49.5232,1571.45,2957.39,519.053
3751.2,9.96571,49.5367,1570.14,2957.2,519.101
3752.09,9.95364,49.5367,1569.26,2957.07,519.153
3753.41,9.93218,49.4313,1567.95,2956.87,519.201
3754.3,9.91779,49.4313,1567.08,2956.74,519.253
3755.62,9.89344,49.4477,1565.77,2956.54,519.305
3756.51,9.87713,49.4477,1564.89,2956.41,519.357
3757.83,9.85276,49.4477,1563.58,2956.2,519.409
3759.16,9.83227,49.4151,1562.27,2956.01,519.461
3760.04,9.8208,49.3992,1561.4,2955.88,519.509
3761.37,9.80456,49.3992,1560.09,2955.68,519.561
3762.25,9.79404,49.3896,1559.21,2955.56,519.613
3763.58,9.78482,49.349,1557.9,2955.37,519.665
3764.9,9.78032,49.446,1556.59,2955.19,519.721
3765.78,9.78094,49.3085,1555.71,2955.07,519.769
3767.11,9.7854,49.2942,1554.4,2954.9,519.825
3768.43,9.7963,49.3714,1553.09,2954.74,519.881
3769.32,9.80686,49.3447,1552.21,2954.63,519.937
3770.64,9.82645,49.3317,1550.89,2954.47,519.985
3771.52,9.8433,49.3033,1550.02,2954.37,520.033
3772.84,9.87162,49.2941,1548.7,2954.22,520.081
3773.72,9.89634,49.2587,1547.83,2954.13,520.133
