s, d, v, x, y,t
2944.12,9.24546,49.0763,2328.9,2840.89,1932.9
2943.24,9.3176,49.134,2328.6,2841.71,1932.94
2942.37,9.38715,49.0689,2328.3,2842.54,1932.99
2941.05,9.48634,49.0327,2327.84,2843.77,1933.04
2940.18,9.54727,49.1189,2327.53,2844.59,1933.09
2938.86,9.63316,49.0944,2327.06,2845.83,1933.14
2937.98,9.68773,49.1336,2326.74,2846.65,1933.19
2936.66,9.76658,49.173,2326.27,2847.88,1933.24
2935.79,9.81549,49.1761,2325.95,2848.7,1933.29
2934.47,9.88558,49.2666,2325.46,2849.92,1933.34
2934.04,9.93091,48.9979,2325.14,2850.74,1933.38
2934.91,9.97461,48.795,2324.81,2851.55,1933.43
2936.21,10.0349,48.5319,2324.32,2852.76,1933.48
2937.08,10.0727,48.2939,2324,2853.56,1933.53
2938.37,10.1221,48.0844,2323.51,2854.76,1933.58
2939.22,10.1514,47.782,2323.18,2855.55,1933.62
2940.08,10.1768,47.6231,2322.84,2856.33,1933.67
2941.35,10.2086,47.3826,2322.34,2857.51,1933.72
2942.2,10.2266,47.537,2322,2858.28,1933.77
2943.48,10.2485,47.8934,2321.49,2859.46,1933.82
2944.34,10.2606,48.0814,2321.14,2860.24,1933.86
2945.2,10.2701,48.1008,2320.8,2861.03,1933.91
2946.49,10.2789,48.5153,2320.26,2862.21,1933.96
2947.36,10.2821,48.6487,2319.91,2863,1934.01
2948.67,10.2799,48.8957,2319.36,2864.19,1934.06
2949.55,10.2739,49.1328,2318.99,2864.98,1934.11
2950.87,10.2569,49.1738,2318.42,2866.17,1934.16
2951.75,10.2416,49.1224,2318.04,2866.97,1934.2
2952.62,10.2224,49.2291,2317.66,2867.76,1934.25
2953.94,10.1895,48.7263,2317.08,2868.94,1934.3
2974.39,9.0786,48.7746,2316.7,2869.72,1934.35
2973.09,9.18043,48.2731,2316.12,2870.88,1934.4
2972.23,9.24562,48.0779,2315.73,2871.65,1934.45
2970.95,9.33631,47.8845,2315.15,2872.8,1934.5
2970.1,9.39301,47.6776,2314.76,2873.56,1934.54
2969.25,9.44702,47.619,2314.37,2874.32,1934.59
2967.98,9.52235,47.2316,2313.78,2875.44,1934.64
2967.14,9.56987,47.0382,2313.39,2876.19,1934.69
2965.88,9.63842,46.845,2312.8,2877.3,1934.74
2965.05,9.68142,46.6521,2312.41,2878.04,1934.78
2964.21,9.72195,46.5832,2312.01,2878.77,1934.83
2965.15,9.77936,46.1467,2311.43,2879.87,1934.88
2965.98,9.81487,45.9547,2311.03,2880.59,1934.93
2967.21,9.86394,45.643,2310.44,2881.67,1934.98
2968.02,9.89501,45.4515,2310.05,2882.38,1935.03
2969.24,9.93826,45.2603,2309.46,2883.45,1935.08
2970.05,9.96314,45.1226,2309.07,2884.16,1935.12
2970.85,9.98554,45.0571,2308.67,2884.86,1935.17
2972.05,10.0136,44.5823,2308.08,2885.9,1935.22
2972.85,10.0312,44.4197,2307.68,2886.59,1935.27
2974.03,10.0535,44.149,2307.09,2887.62,1935.32
2974.82,10.0678,43.8815,2306.7,2888.3,1935.37
2976,10.0861,43.6924,2306.11,2889.32,1935.42
2976.78,10.096,43.4899,2305.72,2890,1935.47
2977.94,10.1066,43.2209,2305.12,2891,1935.52
2978.72,10.1117,43.0328,2304.73,2891.67,1935.57
2979.87,10.1191,42.7657,2304.15,2892.66,1935.62
2980.63,10.1212,42.578,2303.76,2893.31,1935.67
2981.77,10.1206,42.4468,2303.17,2894.29,1935.72
2982.53,10.1188,42.5968,2302.78,2894.94,1935.77
2983.68,10.1143,42.9343,2302.18,2895.92,1935.82
2984.45,10.1099,43.0702,2301.78,2896.58,1935.86
2985.22,10.1028,43.2914,2301.38,2897.24,1935.92
2986.38,10.0893,43.4845,2300.77,2898.23,1935.97
3007.77,9.31323,43.7067,2300.15,2899.22,1936.02
3006.99,9.36018,44.0075,2299.74,2899.89,1936.07
3005.82,9.42638,43.7066,2299.11,2900.89,1936.12
3005.04,9.46806,43.6373,2298.7,2901.55,1936.17
3003.88,9.52862,43.3019,2298.08,2902.53,1936.22
3003.11,9.5681,43.1281,2297.67,2903.18,1936.27
3001.96,9.62664,42.7929,2297.05,2904.15,1936.32
3001.2,9.66386,42.5709,2296.64,2904.8,1936.37
3000.06,9.71639,42.328,2296.03,2905.75,1936.42
2999.31,9.75069,42.1441,2295.62,2906.39,1936.47
2998.19,9.79871,41.9754,2295.01,2907.33,1936.52
2997.44,9.82916,41.8244,2294.61,2907.96,1936.57
2998.27,9.87501,41.5668,2294,2908.9,1936.62
2999.01,9.9049,41.3241,2293.6,2909.52,1936.67
3000.11,9.94827,41.0585,2293,2910.44,1936.72
3000.84,9.97726,40.9074,2292.6,2911.05,1936.76
3001.57,10.0069,40.6282,2292.21,2911.66,1936.81
3002.66,10.0494,40.422,2291.61,2912.57,1936.87
3003.73,10.0904,39.9218,2291.03,2913.47,1936.92
3004.44,10.1163,39.9964,2290.64,2914.07,1936.97
3005.51,10.1524,39.731,2290.05,2914.96,1937.02
3006.21,10.1758,39.3823,2289.66,2915.55,1937.07
3007.26,10.2068,39.2606,2289.08,2916.43,1937.12
3007.96,10.2244,38.9275,2288.69,2917.01,1937.17
3009,10.2468,38.7463,2288.11,2917.87,1937.22
3009.69,10.2599,38.5428,2287.72,2918.44,1937.27
3010.72,10.2753,38.2331,2287.14,2919.29,1937.32
3011.4,10.2839,38.008,2286.76,2919.85,1937.37
3012.41,10.292,37.8169,2286.18,2920.68,1937.42
3013.09,10.2936,37.6382,2285.79,2921.23,1937.47
3014.09,10.2909,37.4568,2285.21,2922.05,1937.52
3014.75,10.2852,37.0827,2284.82,2922.59,1937.57
3015.74,10.2724,36.9701,2284.24,2923.39,1937.62
3016.4,10.2611,36.6413,2283.85,2923.92,1937.67
3017.38,10.2396,36.5307,2283.27,2924.7,1937.72
3018.02,10.2225,36.2739,2282.88,2925.22,1937.77
3019,10.1929,36.6402,2282.29,2926,1937.82
3019.66,10.1709,36.6402,2281.9,2926.53,1937.86
3020.64,10.135,36.8594,2281.3,2927.31,1937.92
3021.31,10.1087,37.0789,2280.89,2927.84,1937.96
3042.12,8.42385,37.2291,2280.28,2928.63,1938.02
3041.45,8.50279,37.5168,2279.87,2929.16,1938.07
3040.45,8.61623,37.8055,2279.24,2929.95,1938.12
3039.78,8.68895,37.481,2278.82,2930.48,1938.17
3038.78,8.7933,37.379,2278.2,2931.26,1938.22
3038.12,8.85879,37.0345,2277.78,2931.77,1938.27
3037.14,8.95248,36.9731,2277.15,2932.54,1938.32
3036.49,9.01094,36.6125,2276.73,2933.05,1938.37
3035.51,9.09415,36.5148,2276.11,2933.8,1938.42
3034.86,9.14641,36.2773,2275.69,2934.29,1938.47
3033.9,9.2219,36.1105,2275.06,2935.03,1938.52
3033.26,9.2692,35.7903,2274.65,2935.52,1938.57
3032.31,9.33611,35.6039,2274.02,2936.24,1938.62
3031.68,9.37861,35.3493,2273.61,2936.72,1938.67
3032.16,9.43919,35.1818,2272.99,2937.43,1938.72
3032.78,9.4774,34.9275,2272.58,2937.9,1938.77
3033.71,9.53096,34.6999,2271.96,2938.6,1938.82
3034.33,9.56368,34.4845,2271.55,2939.06,1938.87
3035.24,9.61021,34.3013,2270.94,2939.74,1938.92
3035.85,9.63866,34.0659,2270.53,2940.2,1938.97
3036.76,9.67833,33.8655,2269.92,2940.87,1939.02
3037.36,9.70319,33.5569,2269.52,2941.31,1939.07
3038.26,9.7393,33.3957,2268.91,2941.97,1939.12
3038.85,9.76056,33.1609,2268.51,2942.41,1939.17
3039.73,9.79034,32.9249,2267.91,2943.06,1939.22
3040.32,9.80974,32.6919,2267.51,2943.49,1939.27
3041.19,9.83542,32.4576,2266.92,2944.12,1939.32
3041.76,9.85106,32.2784,2266.52,2944.54,1939.37
3042.62,9.8711,32.0446,2265.93,2945.17,1939.42
3043.19,9.8835,31.811,2265.54,2945.58,1939.47
3044.04,9.89876,31.6342,2264.95,2946.19,1939.52
3044.61,9.90667,31.8833,2264.56,2946.6,1939.57
3045.47,9.916,32.0941,2263.96,2947.22,1939.62
3046.05,9.92111,32.3634,2263.56,2947.64,1939.67
3046.92,9.9271,32.4987,2262.95,2948.26,1939.72
3047.51,9.93079,32.6532,2262.54,2948.68,1939.77
3048.39,9.93587,33.0576,2261.92,2949.31,1939.82
3048.98,9.93797,33.1342,2261.5,2949.73,1939.87
3049.88,9.93903,33.3849,2260.87,2950.37,1939.92
3070.02,9.0724,33.6938,2260.45,2950.8,1939.97
3069.13,9.15036,33.481,2259.82,2951.43,1940.02
3068.54,9.2008,33.1335,2259.4,2951.85,1940.07
3067.65,9.27568,32.9017,2258.77,2952.48,1940.12
3067.07,9.32416,32.8246,2258.36,2952.89,1940.17
3066.2,9.39459,32.5156,2257.74,2953.51,1940.22
3065.62,9.44098,32.2648,2257.33,2953.91,1940.27
3064.77,9.50817,32.0911,2256.72,2954.52,1940.32
3064.2,9.5523,31.7822,2256.31,2954.92,1940.37
3063.35,9.61797,31.551,2255.71,2955.52,1940.42
3062.79,9.65996,31.4939,2255.31,2955.91,1940.47
3061.96,9.72055,31.2435,2254.71,2956.49,1940.52
3061.41,9.75925,31.0129,2254.31,2956.88,1940.57
3060.58,9.81504,30.7825,2253.72,2957.45,1940.62
3060.04,9.85085,30.4547,2253.32,2957.83,1940.67
3060.43,9.90357,30.379,2252.74,2958.4,1940.72
3060.97,9.93683,30.1293,2252.35,2958.77,1940.77
3061.77,9.98494,29.8959,2251.77,2959.32,1940.82
3062.3,10.0173,29.6669,2251.39,2959.69,1940.87
3063.09,10.063,29.3624,2250.82,2960.23,1940.92
3063.61,10.0914,29.2068,2250.43,2960.59,1940.97
3064.38,10.1325,28.9788,2249.87,2961.12,1941.02
3064.9,10.1578,28.6315,2249.49,2961.47,1941.07
3065.66,10.1951,28.557,2248.93,2961.99,1941.12
3066.16,10.2183,28.1741,2248.57,2962.34,1941.17
3066.91,10.2496,28.0263,2248.01,2962.84,1941.22
3067.41,10.268,27.6975,2247.64,2963.18,1941.27
3068.15,10.2939,27.571,2247.1,2963.67,1941.32
3068.64,10.3087,27.3234,2246.74,2964,1941.37
3069.36,10.3279,27.0782,2246.19,2964.48,1941.42
3069.84,10.3392,26.7698,2245.83,2964.8,1941.47
3070.57,10.3548,26.9336,2245.29,2965.28,1941.52
3071.05,10.3633,27.2701,2244.92,2965.6,1941.57
3071.79,10.3713,27.4381,2244.36,2966.08,1941.62
3072.28,10.3747,27.675,2243.99,2966.41,1941.67
3073.03,10.3768,27.9423,2243.42,2966.89,1941.72
3073.54,10.3744,28.1306,2243.03,2967.21,1941.77
3074.3,10.3674,28.2813,2242.45,2967.7,1941.82
3075.07,10.3561,28.7749,2241.85,2968.19,1941.88
3075.58,10.3454,28.8117,2241.45,2968.51,1941.93
3076.36,10.3274,29.2889,2240.84,2969,1941.98
3076.88,10.3138,29.2036,2240.44,2969.33,1942.02
3077.41,10.2985,29.4595,2240.03,2969.65,1942.07
3078.2,10.2725,29.7165,2239.4,2970.15,1942.12
3078.74,10.2522,29.8887,2238.98,2970.48,1942.17
3079.53,10.2176,29.7384,2238.35,2970.96,1942.22
3080.32,10.1788,29.2129,2237.72,2971.44,1942.28
3080.84,10.1526,29.2999,2237.31,2971.76,1942.33
3081.63,10.1076,29.6274,2236.68,2972.23,1942.38
3082.16,10.0742,29.6496,2236.25,2972.55,1942.43
3082.96,10.0226,30.0812,2235.6,2973.03,1942.48
3083.5,9.98463,30.0881,2235.17,2973.35,1942.53
3102.33,7.8662,30.5698,2234.51,2973.83,1942.58
3101.79,7.95033,30.5056,2234.07,2974.15,1942.63
3100.97,8.07502,31.0258,2233.4,2974.63,1942.68
3100.43,8.15677,31.051,2232.95,2974.95,1942.73
3099.59,8.27532,31.4549,2232.26,2975.44,1942.78
3098.75,8.39041,31.7614,2231.57,2975.93,1942.84
3098.19,8.46537,31.739,2231.1,2976.25,1942.89
3097.34,8.57805,32.093,2230.39,2976.74,1942.94
3096.77,8.65183,32.1829,2229.92,2977.06,1942.99
3095.91,8.76122,32.6277,2229.2,2977.55,1943.04
3095.33,8.836,32.8186,2228.72,2977.88,1943.09
3094.45,8.94625,33.0215,2227.99,2978.38,1943.14
3093.86,9.0182,33.354,2227.5,2978.71,1943.19
3092.98,9.12363,33.5352,2226.76,2979.21,1943.24
3092.38,9.1928,33.5352,2226.26,2979.55,1943.29
3093.13,9.29712,33.8683,2225.51,2980.05,1943.34
3093.73,9.36522,33.899,2225,2980.39,1943.39
3094.65,9.46417,34.4068,2224.23,2980.89,1943.44
3095.57,9.56066,34.5896,2223.46,2981.39,1943.5
3096.18,9.6237,34.7727,2222.94,2981.73,1943.54
3097.11,9.71734,35.0155,2222.15,2982.24,1943.6
3097.74,9.77997,35.2731,2221.62,2982.58,1943.65
3098.68,9.8711,35.465,2220.83,2983.09,1943.7
3099.32,9.93017,35.6639,2220.29,2983.43,1943.75
3100.27,10.0158,35.8484,2219.48,2983.95,1943.8
3100.91,10.0712,35.8827,2218.94,2984.29,1943.85
3101.88,10.1492,36.2538,2218.11,2984.8,1943.9
3102.85,10.2216,36.4856,2217.28,2985.3,1943.96
3103.5,10.2666,36.6867,2216.72,2985.64,1944
3104.48,10.327,36.8426,2215.88,2986.14,1944.06
3105.14,10.3637,37.0546,2215.31,2986.48,1944.1
3106.13,10.411,37.2055,2214.44,2986.97,1944.16
3106.8,10.4384,37.3653,2213.86,2987.3,1944.21
3107.8,10.4718,37.5451,2212.99,2987.79,1944.26
3108.48,10.4879,37.7801,2212.39,2988.11,1944.31
3109.49,10.503,37.9527,2211.49,2988.59,1944.36
3110.18,10.5089,38.2161,2210.89,2988.9,1944.42
3111.2,10.5093,38.4072,2209.98,2989.37,1944.47
3112.24,10.4993,38.6259,2209.05,2989.83,1944.52
3112.93,10.4878,38.8592,2208.43,2990.14,1944.57
3113.97,10.4631,39.0588,2207.49,2990.59,1944.62
3114.67,10.4419,39.2208,2206.86,2990.89,1944.67
3115.72,10.4019,39.4496,2205.9,2991.34,1944.72
3116.43,10.3697,39.6904,2205.26,2991.63,1944.78
3117.5,10.3139,39.8996,2204.29,2992.07,1944.83
3118.57,10.2485,40.2368,2203.3,2992.5,1944.88
3139.01,7.76746,40.3262,2202.64,2992.79,1944.92
3138.3,7.89319,40.3514,2201.98,2993.07,1944.97
3137.22,8.07573,40.8272,2200.97,2993.49,1945.02
3136.5,8.19287,40.8302,2200.3,2993.77,1945.07
3135.41,8.36252,41.3107,2199.27,2994.18,1945.12
3134.68,8.47096,41.3318,2198.59,2994.45,1945.17
3133.58,8.62824,41.8269,2197.54,2994.85,1945.22
3132.84,8.72919,41.8416,2196.84,2995.12,1945.27
3131.71,8.87337,42.3153,2195.78,2995.51,1945.32
3130.96,8.96496,42.3429,2195.07,2995.77,1945.37
3129.83,9.09653,42.8202,2194,2996.16,1945.42
3129.07,9.18178,42.8186,2193.28,2996.41,1945.47
3128.16,9.30426,43.0474,2192.18,2996.79,1945.52
3128.93,9.38203,43.3832,2191.45,2997.04,1945.57
3130.1,9.49515,43.5293,2190.34,2997.41,1945.62
3130.88,9.56882,43.84,2189.6,2997.66,1945.67
3132.05,9.67543,44.1427,2188.48,2998.03,1945.72
3132.84,9.74419,44.2127,2187.73,2998.28,1945.77
3134.03,9.84195,44.458,2186.59,2998.64,1945.82
3134.82,9.90227,44.6254,2185.83,2998.88,1945.87
3136.03,9.98612,44.9002,2184.68,2999.23,1945.92
3136.83,10.0385,45.1823,2183.91,2999.47,1945.97
3138.05,10.1107,45.3297,2182.74,2999.81,1946.02
3138.86,10.1551,45.5089,2181.96,3000.04,1946.08
3140.09,10.215,45.8954,2180.78,3000.37,1946.13
3141.32,10.2659,46.2508,2179.58,3000.7,1946.18
3142.15,10.2962,46.2201,2178.79,3000.92,1946.23
3143.39,10.3323,46.666,2177.58,3001.24,1946.28
3144.23,10.3489,46.7104,2176.77,3001.44,1946.33
3145.49,10.3675,47.108,2175.55,3001.74,1946.38
3146.76,10.3765,47.3822,2174.32,3002.04,1946.44
3147.6,10.3767,47.5387,2173.49,3002.23,1946.49
3148.88,10.3682,47.7855,2172.24,3002.51,1946.54
3150.17,10.3542,48.0586,2170.99,3002.79,1946.6
3151.03,10.3391,48.2492,2170.14,3002.97,1946.65
3152.32,10.3066,48.0524,2168.88,3003.23,1946.7
3153.18,10.2813,47.79,2168.04,3003.4,1946.76
3174.69,8.73562,47.5987,2166.78,3003.64,1946.8
3173.42,8.86548,47.411,2165.53,3003.87,1946.86
3172.58,8.94736,47.2599,2164.7,3004.02,1946.91
3171.32,9.0631,46.9614,2163.45,3004.24,1946.96
3170.07,9.17127,46.8172,2162.22,3004.45,1947.02
3169.24,9.24001,46.566,2161.39,3004.58,1947.07
3168,9.33674,46.4022,2160.17,3004.78,1947.12
3167.18,9.39713,46.2775,2159.35,3004.9,1947.17
3165.94,9.48256,45.9207,2158.13,3005.09,1947.22
3165.13,9.53743,45.7696,2157.32,3005.21,1947.28
3163.9,9.61482,45.6569,2156.11,3005.38,1947.33
3165.05,9.68768,45.4062,2154.9,3005.55,1947.38
3165.85,9.73312,45.1478,2154.1,3005.66,1947.43
3167.06,9.79988,44.9166,2152.91,3005.82,1947.48
3168.26,9.8621,44.6712,2151.72,3005.98,1947.54
3169.05,9.90062,44.4404,2150.93,3006.08,1947.59
3170.24,9.95675,44.1827,2149.75,3006.24,1947.64
3171.03,9.9917,44.0607,2148.97,3006.33,1947.69
3172.2,10.0397,43.8442,2147.8,3006.47,1947.74
3172.98,10.0691,43.6924,2147.02,3006.57,1947.79
3174.15,10.109,43.3417,2145.86,3006.7,1947.84
3174.92,10.132,43.2089,2145.09,3006.78,1947.89
3176.08,10.1637,42.9528,2143.95,3006.91,1947.94
3176.84,10.1814,42.7399,2143.18,3006.99,1948
3177.99,10.2045,42.919,2142.04,3007.1,1948.04
3179.15,10.2217,43.2488,2140.89,3007.21,1948.1
3179.93,10.2297,43.4564,2140.11,3007.28,1948.15
3181.09,10.2371,43.6549,2138.95,3007.38,1948.2
3181.88,10.2383,43.8908,2138.17,3007.45,1948.26
3183.06,10.2356,44.2002,2136.99,3007.54,1948.3
3184.25,10.2263,44.4021,2135.8,3007.63,1948.36
3185.05,10.2165,44.6106,2135.01,3007.68,1948.4
3186.24,10.1974,44.8161,2133.81,3007.76,1948.46
3187.05,10.1802,44.5833,2133.01,3007.8,1948.51
3207.61,9.46231,44.359,2131.82,3007.87,1948.56
3206.82,9.49721,44.244,2131.03,3007.91,1948.61
3205.64,9.54448,44.0148,2129.85,3007.97,1948.66
3204.46,9.58694,43.7853,2128.67,3008.03,1948.72
3203.68,9.61413,43.541,2127.89,3008.06,1948.77
3202.52,9.65059,43.3126,2126.73,3008.11,1948.82
3201.36,9.68418,43.0902,2125.57,3008.15,1948.88
3200.59,9.70441,42.9773,2124.8,3008.18,1948.93
3199.45,9.73223,42.7562,2123.66,3008.22,1948.98
3198.7,9.74143,41.5946,2122.91,3008.23,1949.04
3197.58,9.73649,42.0519,2121.79,3008.24,1949.08
3198.71,9.71121,42.3869,2120.66,3008.22,1949.14
3199.47,9.68437,42.6156,2119.89,3008.2,1949.19
3200.62,9.63308,42.959,2118.75,3008.16,1949.24
3201.77,9.56778,43.2566,2117.59,3008.11,1949.3
3202.55,9.51688,43.5747,2116.81,3008.06,1949.36
3203.72,9.43048,43.8205,2115.64,3007.99,1949.41
3204.9,9.33178,44.0998,2114.46,3007.9,1949.46
3205.69,9.25976,44.3352,2113.67,3007.83,1949.52
3206.88,9.14507,44.6803,2112.48,3007.73,1949.57
3208.08,9.02518,45.1647,2111.27,3007.62,1949.62
3208.89,8.94302,45.1748,2110.47,3007.54,1949.67
3210.1,8.81521,45.5221,2109.26,3007.43,1949.72
3211.32,8.6822,45.9676,2108.03,3007.3,1949.78
3212.55,8.54717,46.2122,2106.8,3007.18,1949.84
3213.37,8.4568,46.2122,2105.98,3007.1,1949.89
3214.61,8.32288,46.6469,2104.74,3006.97,1949.95
3215.86,8.18866,46.8643,2103.49,3006.85,1950
3217.12,8.05437,47.1089,2102.23,3006.73,1950.06
3217.96,7.96676,47.2887,2101.39,3006.65,1950.11
3231.18,7.87315,47.5232,2100.13,3006.53,1950.16
3229.91,7.74135,47.7212,2098.85,3006.42,1950.22
3228.64,7.61265,47.8184,2097.58,3006.31,1950.28
3227.35,7.48655,48.0293,2096.29,3006.2,1950.34
3226.49,7.40501,48.3722,2095.43,3006.13,1950.39
3225.25,7.28778,48.5734,2094.14,3006.03,1950.44
3226.11,7.21301,48.6744,2093.27,3005.97,1950.49
3227.42,7.10487,48.8773,2091.96,3005.88,1950.54
3228.73,7.00349,49.073,2090.65,3005.8,1950.6
3229.61,6.93755,49.2911,2089.77,3005.75,1950.65
3230.93,6.84216,49.3121,2088.45,3005.67,1950.7
3231.81,6.78206,49.273,2087.57,3005.63,1950.75
3233.13,6.69667,49.2621,2086.25,3005.56,1950.8
3234.45,6.61713,49.2521,2084.93,3005.5,1950.86
3235.33,6.56704,49.2475,2084.05,3005.46,1950.91
3236.65,6.49678,49.238,2082.73,3005.41,1950.96
3237.53,6.45278,49.2342,2081.84,3005.38,1951.02
3238.85,6.39227,49.3638,2080.52,3005.34,1951.07
3240.17,6.33762,49.3579,2079.2,3005.3,1951.12
3241.05,6.30364,49.2188,2078.32,3005.28,1951.17
3242.37,6.25825,49.3235,2077,3005.26,1951.22
3243.7,6.21872,49.3196,2075.67,3005.24,1951.28
3244.57,6.19576,49.1272,2074.8,3005.23,1951.33
3245.89,6.15634,49.0004,2073.48,3005.21,1951.38
3247.21,6.09295,49.2694,2072.16,3005.16,1951.44
3248.09,6.03991,49.3712,2071.28,3005.12,1951.48
3249.41,5.94644,49.2976,2069.96,3005.05,1951.54
3250.29,5.87535,49.3478,2069.08,3004.99,1951.59
3260.73,5.79783,49.4883,2067.75,3004.89,1951.64
3259.85,5.70693,49.3607,2066.87,3004.82,1951.7
3258.54,5.56261,49.3996,2065.55,3004.71,1951.75
3257.22,5.41148,49.4466,2064.23,3004.59,1951.8
3256.49,5.25621,49.4194,2062.91,3004.47,1951.86
3257.37,5.15332,49.5282,2062.03,3004.38,1951.92
3258.69,4.999,49.4194,2060.71,3004.26,1951.97
3260.01,4.84467,49.4466,2059.39,3004.14,1952.02
3261.32,4.69253,49.5157,2058.07,3004.02,1952.08
3262.2,4.59256,49.5084,2057.19,3003.94,1952.13
3263.52,4.44432,49.5084,2055.86,3003.82,1952.18
3264.84,4.29802,49.4966,2054.54,3003.71,1952.24
3265.72,4.20222,49.4873,2053.66,3003.63,1952.29
3267.04,4.0598,49.4873,2052.34,3003.52,1952.34
3267.92,3.96594,49.3785,2051.46,3003.45,1952.39
3269.24,3.82453,49.4896,2050.14,3003.34,1952.44
3270.12,3.73067,49.3989,2049.26,3003.26,1952.5
3271.44,3.59243,49.4942,2047.93,3003.16,1952.54
3272.76,3.45517,49.4832,2046.61,3003.05,1952.6
3273.64,3.36619,49.4768,2045.73,3002.98,1952.65
3274.95,3.23503,49.4665,2044.41,3002.88,1952.7
3276.27,3.10558,49.4549,2043.09,3002.78,1952.76
3277.15,3.02075,49.4584,2042.2,3002.72,1952.8
3278.47,2.89545,49.437,2040.88,3002.63,1952.86
3279.35,2.81353,49.4431,2040,3002.57,1952.9
3280.23,2.7338,49.434,2039.12,3002.51,1952.95
3281.55,2.61628,49.4288,2037.8,3002.42,1953
3282.87,2.50194,49.4083,2036.47,3002.34,1953.06
3283.76,2.42514,49.4288,2035.59,3002.28,1953.11
3288.93,2.1726,49.4154,2034.27,3002.2,1953.16
3288.05,2.16227,49.422,2033.39,3002.15,1953.21
3287.12,2.14786,49.4203,2032.06,3002.07,1953.26
3288,2.13947,49.4001,2031.18,3002.02,1953.31
3289.33,2.1278,49.4017,2029.86,3001.94,1953.36
3290.21,2.12137,49.409,2028.97,3001.89,1953.41
3291.54,2.11286,49.409,2027.65,3001.82,1953.46
3292.42,2.10868,49.4014,2026.77,3001.77,1953.51
3293.75,2.1031,49.4014,2025.44,3001.7,1953.56
3295.07,2.09752,49.4014,2024.12,3001.62,1953.62
3295.96,2.09308,49.3893,2023.24,3001.58,1953.67
3297.29,2.08873,49.3957,2021.91,3001.51,1953.72
3298.17,2.08624,49.382,2021.03,3001.46,1953.77
3299.5,2.08286,49.382,2019.71,3001.39,1953.82
3300.38,2.08038,49.3957,2018.82,3001.35,1953.87
3301.71,2.07699,49.382,2017.5,3001.28,1953.92
3302.59,2.07451,49.3957,2016.62,3001.23,1953.97
3303.92,2.06894,49.4029,2015.29,3001.16,1954.02
3304.8,2.06377,49.3878,2014.41,3001.11,1954.07
3306.13,2.05722,49.4014,2013.09,3001.04,1954.12
3307.01,2.05181,49.3878,2012.2,3000.99,1954.17
3308.34,2.0433,49.3939,2010.88,3000.92,1954.22
3309.22,2.03594,49.5165,2009.99,3000.86,1954.27
3310.55,2.02447,49.4138,2008.67,3000.79,1954.32
3311.43,2.01394,49.531,2007.79,3000.73,1954.37
3312.76,1.99636,49.4288,2006.47,3000.65,1954.42
3313.64,1.9831,49.4288,2005.58,3000.59,1954.47
3314.97,1.9626,49.4358,2004.26,3000.51,1954.52
3315.85,1.94616,49.4295,2003.38,3000.45,1954.58
3317.18,1.92054,49.4295,2002.06,3000.36,1954.63
3318.5,1.89395,49.437,2000.73,3000.26,1954.68
3319.39,1.87459,49.4507,1999.85,3000.2,1954.73
3322.89,1.80991,49.4584,1998.53,3000.11,1954.78
3321.98,1.82126,49.4448,1997.21,3000.01,1954.84
3322.86,1.82759,49.4665,1996.32,2999.94,1954.89
3324.19,1.83578,49.4665,1995,2999.84,1954.95
3325.51,1.84096,49.3607,1993.68,2999.74,1955
3326.4,1.84534,49.4747,1992.8,2999.67,1955.06
3327.72,1.84736,49.3717,1991.48,2999.57,1955.11
3329.05,1.85068,49.3629,1990.16,2999.46,1955.16
3330.38,1.85303,49.4942,1988.83,2999.36,1955.22
3331.26,1.85319,49.3717,1987.95,2999.28,1955.27
3332.59,1.8536,49.492,1986.63,2999.18,1955.32
3333.91,1.854,49.492,1985.31,2999.07,1955.38
3334.8,1.85513,49.4832,1984.43,2999,1955.42
3335.68,1.85724,49.3743,1983.55,2998.93,1955.47
3337.01,1.86153,49.4747,1982.22,2998.82,1955.52
3337.89,1.8668,49.3576,1981.34,2998.76,1955.57
3339.22,1.87694,49.3495,1980.02,2998.66,1955.62
3340.1,1.88521,49.4584,1979.14,2998.59,1955.67
3341.43,1.90053,49.4507,1977.82,2998.5,1955.72
3342.31,1.91075,49.437,1976.93,2998.44,1955.77
3343.64,1.93021,49.4204,1975.61,2998.35,1955.82
3344.96,1.94944,49.4358,1974.29,2998.26,1955.88
3345.84,1.96477,49.4271,1973.41,2998.2,1955.93
3347.17,1.9869,49.4288,1972.08,2998.12,1955.98
3348.05,2.00126,49.4222,1971.2,2998.06,1956.03
3349.38,2.02656,49.4067,1969.88,2997.98,1956.08
3350.26,2.04262,49.4288,1969,2997.92,1956.13
3351.59,2.07011,49.4203,1967.67,2997.84,1956.18
3352.47,2.09031,49.4138,1966.79,2997.79,1956.23
3357.48,2.19131,49.409,1965.47,2997.71,1956.28
3356.6,2.18168,49.3939,1964.59,2997.66,1956.33
3356.09,2.16649,49.4075,1963.26,2997.59,1956.38
3357.41,2.15222,49.4014,1961.94,2997.52,1956.44
3358.3,2.14527,49.382,1961.06,2997.47,1956.49
3359.62,2.13617,49.382,1959.73,2997.4,1956.54
3360.51,2.13117,49.3901,1958.85,2997.36,1956.59
3361.83,2.125,49.3765,1957.53,2997.29,1956.64
3363.16,2.11887,49.3848,1956.2,2997.23,1956.7
3364.04,2.11407,49.3901,1955.32,2997.18,1956.75
