a0, a1, a2, a3, a4, a5, b0, b1, b2, b3, b4, b5, Time, jerkCost, accelCost, VelocityCost, safetyDistanceCost, AccMin, AccMax, VelMin, VelMax, KappaMin, KappaMax, AccCost, VelCost, KappaCost, SaferyDistCost, LaneOffsetCost
138.17, 13.2196, 2.82785, -0.481746, 0.0259101, 0, -6.06166, 0.0323735, 0.00204909, -0.00404301, 0.000818191, -5.01239e-05, 2.8, 0, 0, 0, 0, 0.56078, 5.66778, 13.9904, 20.4716, 5.74962e-06, 2.00303e-05, 0.897827, 14.8664, 0, 0, 0
141.21, 14.395, 2.51742, -0.483848, 0.0328847, 0, -6.05448, 0.0327223, -0.000387031, -0.00346863, 0.000825734, -5.82186e-05, 2.8, 0, 0, 0, 0, 0.588104, 5.09173, 15.1736, 20.5679, 6.00805e-06, 2.10103e-05, 0.643626, 9.93049, 0, 0, 0
144.494, 15.4338, 2.20763, -0.46883, 0.0367887, 0, -6.04733, 0.0320829, -0.00244273, -0.00280349, 0.00077902, -6.04708e-05, 2.8, 0, 0, 0, 0, 0.573939, 4.52419, 16.2296, 20.667, 6.1776e-06, 2.87897e-05, 0.459783, 6.51777, 0, 0, 0
147.991, 16.3386, 1.90889, -0.441986, 0.0383459, 0, -6.04042, 0.0306335, -0.00407325, -0.00211707, 0.000697121, -5.85085e-05, 2.8, 0, 0, 0, 0, 0.548755, 3.9829, 17.1616, 20.7686, 6.04608e-06, 3.79263e-05, 0.326574, 4.23092, 0, 0, 0
151.674, 17.116, 1.62831, -0.407533, 0.0381582, 0, -6.0339, 0.0285629, -0.0052743, -0.00145875, 0.000595202, -5.36876e-05, 2.8, 0, 0, 0, 0, 0.528122, 2.99342, 17.8944, 20.8718, 5.91104e-06, 4.83835e-05, 0.249277, 2.7415, 0, 0, 0
155.87, 17.8293, 1.34808, -0.370212, 0.037958, 0, -6.02737, 0.0258111, -0.00612632, -0.000808631, 0.00047428, -4.64078e-05, 2.6, 0, 0, 0, 0, 0.596705, 2.43502, 18.5361, 20.8907, 5.95509e-06, 5.04092e-05, 0.202948, 1.83671, 0, 0, 0
160.222, 18.4145, 1.09464, -0.332875, 0.0376752, 0, -6.02153, 0.0227562, -0.00655104, -0.000255776, 0.00035451, -3.81446e-05, 2.4, 0, 0, 0, 0, 0.553536, 1.93476, 19.0485, 20.8633, 6.04722e-06, 4.73779e-05, 0.162429, 1.29382, 0, 0, 0
164.322, 18.8494, 0.885887, -0.299177, 0.037489, 0, -6.01685, 0.0198513, -0.00662096, 0.000153616, 0.000252933, -3.04749e-05, 2.2, 0, 0, 0, 0, 0.532667, 1.89984, 19.4166, 20.8727, 5.91474e-06, 4.83725e-05, 0.145914, 0.924275, 0, 0, 0
168.509, 19.1974, 0.699317, -0.265552, 0.0372497, 0, -6.0128, 0.0169708, -0.00644937, 0.000472447, 0.000162292, -2.31251e-05, 2, 0, 0, 0, 0, 0.512237, 1.93573, 19.6987, 20.8822, 5.78377e-06, 4.9378e-05, 0.140958, 0.668727, 0, 0, 0
173.153, 19.4892, 0.520994, -0.228268, 0.0366078, 0, -6.00909, 0.0139653, -0.00605632, 0.000725245, 7.76044e-05, -1.5776e-05, 1.8, 0, 0, 0, 0, 0.580464, 2.00952, 19.9206, 20.9011, 6.18922e-06, 5.14244e-05, 0.154701, 0.463288, 0, 0, 0
177.463, 19.6869, 0.380967, -0.195151, 0.0361822, 0, -6.0063, 0.011409, -0.0055568, 0.000873748, 1.50291e-05, -9.95464e-06, 1.6, 0, 0, 0, 0, 0.558633, 2.04739, 20.0567, 20.9105, 6.05378e-06, 5.24612e-05, 0.171876, 0.321395, 0, 0, 0
182.208, 19.838, 0.252963, -0.16857, 0.0409593, 0, -6.00387, 0.00889336, -0.00492388, 0.000962696, -3.8356e-05, -4.60359e-06, 1.2, 0, 0, 0, 0, 1.00466, 1.75924, 20.2605, 20.835, 9.45813e-06, 4.44263e-05, 0.15952, 0.225662, 0, 0, 0
186.583, 19.9266, 0.153601, -0.141271, 0.0482939, 0, -6.00214, 0.00686495, -0.00430013, 0.000985478, -7.36819e-05, -7.0648e-07, 0.8, 0, 0, 0, 0, 1.01022, 1.63732, 20.4282, 20.7967, 1.48582e-05, 4.06472e-05, 0.159682, 0.155112, 0, 0, 0
190.972, 19.9757, 0.0743873, -0.0960876, 0.0426228, 0, -6.00083, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 1.09328, 1.36593, 20.5625, 20.7129, 2.16908e-05, 3.28996e-05, 0.14967, 0.124215, 0, 0, 0
195.37, 19.9963, 0.0233471, -0.0630142, 0.0602559, 0, -6.00083, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 1.27405, 1.39421, 20.6751, 20.7222, 2.9673e-05, 3.3733e-05, 0.178352, 0.0752792, 0, 0, 0
199.77, 20, 0, -0, 0, 0, -6.00083, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 1.57411, 1.73786, 20.7782, 20.8251, 3.89565e-05, 4.35951e-05, 0.274898, 0.0223507, 0, 0, 0
204.57, 20, 0, -2.77778, 2.31481, 0, -6.00083, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, -1.13591, 0.959245, 19.765, 20.8135, 4.16019e-05, 6.09782e-05, 0.0464598, 0.787553, 0, 0, 0
208.945, 19.6953, -1.16111, 3.42675, -2.31807, 0, -6.00083, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0.701897, 2.52113, 20.5035, 20.6366, 2.39116e-05, 6.20643e-05, 0.392993, 0.19358, 0, 0, 0
213.645, 19.6019, 0.505022, 0.0574255, -0.04193, 0, -6.00083, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, -1.30115, 2.15789, 20.5181, 20.6833, 8.52818e-08, 4.45583e-05, 0.14387, 0.152466, 0, 0, 0
217.982, 19.8307, 0.530747, 0.22233, -0.154067, 0, -6.00083, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, -1.33156, 1.98306, 20.5817, 20.8064, 1.49278e-08, 2.67581e-05, 0.164395, 0.0664982, 0, 0, 0
222.373, 20.0899, 0.632744, 0.36746, -0.39444, 0, -6.00083, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, -1.41417, 1.83567, 20.6761, 20.9003, 1.53301e-09, 1.31689e-05, 0.15315, 0.0246007, 0, 0, 0
226.826, 20.4049, 0.760722, -0.0373306, -0.321077, 0, -6.00083, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, -1.46753, 1.34924, 20.7844, 20.8895, 3.61947e-08, 4.17791e-06, 0.0945429, 0.0103802, 0, 0, 0
231.766, 20.7458, 0.62288, -0.515563, 0.142725, 0, -6.00083, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, -1.72207, 0.201317, 20.6417, 20.8885, 6.95247e-08, 1.13912e-05, 0.0605795, 0.0372711, 0, 0, 0
236.355, 20.9511, 0.324056, -0.46367, 0.205404, 0, -6.00083, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, -1.86229, 0.0189693, 20.6338, 20.8257, 2.00934e-06, 1.07793e-05, 0.0951188, 0.058602, 0, 0, 0
241.396, 21.0379, 0.0612011, -0.241202, 0.172668, 0, -6.00083, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, -2.00132, 0.0813139, 20.6341, 20.8422, 1.59123e-06, 1.09359e-05, 0.0813516, 0.0643277, 0, 0, 0
246.025, 21.0371, -0.0478495, -0.0725771, 0.140565, 0, -6.00083, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, -0.490647, 0.112262, 20.7097, 20.8535, 1.36969e-06, 6.47387e-06, 0.00920809, 0.0344796, 0, 0, 0
251.071, 21.0094, -0.0515259, 0.108615, -0.0568456, 0, -6.00083, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -0.0252376, 0.173776, 20.8217, 20.8762, 9.77094e-07, 2.08433e-06, 0.00154174, 0.00900032, 0, 0, 0
255.691, 21, 3.46945e-18, -1, 0.5, 0, -6.00083, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -0.670567, 0.881094, 20.3825, 20.9161, 1.47252e-11, 9.78113e-06, 0.0251881, 0.185159, 0, 0, 0
260.719, 20.8548, -0.5472, -0.4237, 0.407313, 0, -6.00083, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, -0.608049, 1.00245, 20.3377, 20.8124, 3.90648e-07, 1.0035e-05, 0.0279234, 0.242902, 0, 0, 0
265.277, 20.5699, -0.708558, 1.08596, -0.370475, 0, -6.00083, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, -1.46638, 2.34365, 20.6537, 20.9005, 8.19966e-08, 1.06843e-05, 0.143481, 0.0410765, 0, 0, 0
270.595, 20.3956, -0.0117723, 0.620052, -0.308064, 0, -6.00083, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -2.37287, 2.11385, 20.5284, 20.8849, 9.97705e-09, 1.46584e-05, 0.18454, 0.0564982, 0, 0, 0
275.497, 20.4801, 0.328198, 0.714827, -0.747633, 0, -6.00083, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, -1.83754, 0.901992, 20.7216, 20.8805, 8.28084e-08, 6.37155e-06, 0.0961454, 0.0154699, 0, 0, 0
280.438, 20.7198, 0.584492, -0.19718, -0.36237, 0, -6.00083, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, -1.97495, 0.0982051, 20.6731, 20.8651, 8.14572e-08, 6.94366e-06, 0.140654, 0.0354486, 0, 0, 0
285.441, 20.9463, 0.317287, -0.771885, 0.607684, 0, -6.00083, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -2.11108, -1.5244, 20.6244, 20.7352, 4.16078e-06, 9.20953e-06, 0.339023, 0.0922097, 0, 0, 0
290.057, 21, -5.55112e-17, 2.64339e-17, -3.54025e-18, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -3.54922, 0.274632, 19.8745, 20.7816, 3.06674e-06, 8.90504e-05, 0.223376, 0.595317, 0, 0, 0
295.097, 21, -3.77023e-17, 1.79535e-17, -2.40448e-18, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -3.61817, 0.278812, 19.8951, 20.8236, 1.99374e-06, 8.56458e-05, 0.171503, 0.557962, 0, 0, 0
299.717, 21, -2.65512e-17, 1.26434e-17, -1.69332e-18, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -3.64948, 0.280848, 19.9054, 20.828, 1.89433e-06, 8.397e-05, 0.0904138, 0.481041, 0, 0, 0
304.337, 21, -1.86983e-17, 8.90396e-18, -1.19249e-18, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -1.6088, 0.28285, 19.9672, 20.8324, 1.7977e-06, 7.4299e-05, 0.0266378, 0.361932, 0, 0, 0
308.957, 21, -1.3168e-17, 6.27047e-18, -8.39796e-19, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -1.02579, 0.28482, 20.0796, 20.8368, 1.70388e-06, 5.83447e-05, 0.0101965, 0.262132, 0, 0, 0
313.997, 21, -8.94349e-18, 4.2588e-18, -5.70376e-19, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -0.519351, 0.278812, 20.1998, 20.8416, 1.60473e-06, 4.3576e-05, 0.00331597, 0.179235, 0, 0, 0
318.617, 21, -6.29831e-18, 2.9992e-18, -4.01678e-19, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -0.154883, 0.280848, 20.3071, 20.8459, 1.51676e-06, 3.23303e-05, 0.00196301, 0.123405, 0, 0, 0
323.657, 21, -4.27771e-18, 2.03701e-18, -2.72813e-19, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -0.016168, 0.28482, 20.4209, 20.8507, 1.42397e-06, 2.23309e-05, 0.00203218, 0.0805028, 0, 0, 0
328.277, 21, -3.01251e-18, 1.43453e-18, -1.92125e-19, 0, -6.00083, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -0.0156659, 0.286757, 20.4937, 20.8725, 1.03668e-06, 1.69509e-05, 0.00213683, 0.0536681, 0, 0, 0
333.317, 21, -2.04605e-18, 1.94862e-18, -5.21952e-19, 0, -6.00083, 0, 0, 0.62513, -0.234424, 0.0234424, 1.4, 0, 0, 0, 0, 0.0737425, 0.348367, 20.5717, 20.9023, 1.96106e-08, 7.01853e-06, 0.00496688, 0.0554623, 0, 0, 0
338.357, 21, -8.23431e-19, 7.8422e-19, -2.10059e-19, 0, -5.99295, 0.0954486, 0.372317, 0.308867, -0.152221, 0.0164602, 1.4, 0, 0, 0, 0, 0.0640152, 0.342241, 20.6523, 20.9199, 1.433e-08, 2.18233e-06, 0.00449291, 0.0263776, 0, 0, 0
343.397, 21, -3.31389e-19, 3.6821e-19, -1.15066e-19, 0, -5.94482, 0.319389, 0.544369, 0.0883298, -0.0891487, 0.0108656, 1.2, 0, 0, 0, 0, 0.0487402, 0.328591, 20.7377, 20.9147, 4.16642e-08, 1.4467e-06, 0.00306718, 0.0117728, 0, 0, 0
348.017, 21, -1.21785e-19, 1.62381e-19, -6.08927e-20, 0, -5.84747, 0.568067, 0.577935, -0.0453099, -0.0460663, 0.00685647, 1, 0, 0, 0, 0, 0.0482221, 0.329972, 20.8196, 20.9203, 7.29195e-10, 1.12511e-06, 0.00150354, 0.00437917, 0, 0, 0
353.057, 21, -2.59159e-20, 4.31932e-20, -2.02468e-20, 0, -5.67861, 0.835213, 0.530339, -0.136176, -0.0117036, 0.00348018, 0.8, 0, 0, 0, 0, 0.0585176, 0.068592, 20.8578, 20.9198, 8.61098e-09, 7.1127e-07, 0.000424325, 0.00215977, 0, 0, 0
358.097, 21, -1.81412e-21, 4.03137e-21, -2.5196e-21, 0, -5.44953, 1.06566, 0.428729, -0.182178, 0.0114724, 0.00102508, 0.6, 0, 0, 0, 0, 0.0554425, 0.0663727, 20.8799, 20.921, 8.39113e-09, 4.91392e-07, 0.000392475, 0.000916331, 0, 0, 0
362.717, 21, 1.14894e-22, -7.6596e-22, 1.43617e-21, 0, -5.19625, 1.22834, 0.311933, -0.195164, 0.02475, -0.000540565, 0.2, 0, 0, 0, 0, 0.0604673, 0.0637859, 20.8993, 20.9074, 2.67337e-08, 1.56669e-07, 0.000386247, 0.000519063, 0, 0, 0
367.757, 21, -1.88079e-37, -0.173611, 0.036169, 0, -4.8861, 1.34571, 0.179893, -0.188607, 0.032836, -0.0016701, 2.4, 0, 0, 0, 0, -0.558341, -0.0452937, 20.0201, 20.9127, 5.12264e-07, 3.76206e-06, 0.0182545, 0.431205, 0, 0, 0
372.376, 20.9763, -0.10408, -0.11168, 0.0262782, 0, -4.58327, 1.39885, 0.0647702, -0.169512, 0.0356377, -0.00226851, 2.4, 0, 0, 0, 0, -0.502493, -0.0945744, 20.0157, 20.8839, 1.19169e-06, 3.87421e-06, 0.01621, 0.480352, 0, 0, 0
377.403, 20.9085, -0.175408, -0.150478, 0.0508226, 0, -4.24604, 1.40258, -0.0452756, -0.141069, 0.03523, -0.00256872, 1.8, 0, 0, 0, 0, -0.618447, -0.143235, 20.0238, 20.8121, 1.52811e-06, 3.96956e-06, 0.0249632, 0.524524, 0, 0, 0
382.409, 20.8011, -0.266188, 1.14392, -0.830028, 0, -3.91386, 1.35838, -0.135025, -0.109083, 0.0323401, -0.00259473, 0.6, 0, 0, 0, 0, 0.068026, 0.718026, 20.7296, 20.9938, 3.07462e-06, 3.78889e-06, 0.0256436, 0.541974, 0, 0, 0
386.982, 20.8148, 0.247756, -0.094352, 0.0115816, 0, -3.62264, 1.28448, -0.197904, -0.0797133, 0.0283761, -0.00245256, 2.8, 0, 0, 0, 0, -0.203681, 0.526583, 20.8337, 21.1001, 4.24086e-07, 3.72984e-06, 0.00467559, 0.290079, 0, 0, 0
392.828, 20.9323, 0.173949, -0.0848901, 0.0126522, 0, -3.28008, 1.15732, -0.252054, -0.0449415, 0.0224, -0.00212351, 2.4, 0, 0, 0, 0, -0.198399, 0.366771, 20.9585, 21.0949, 3.94631e-07, 2.98546e-06, 0.00264312, 0.259433, 0, 0, 0
396.601, 20.987, 0.130568, -0.0837942, 0.0155082, 0, -3.08017, 1.06272, -0.272092, -0.0256758, 0.018532, -0.00187323, 2, 0, 0, 0, 0, -0.164537, 0.272406, 20.986, 21.0882, 4.15541e-07, 2.42689e-06, 0.00147905, 0.250409, 0, 0, 0
400.803, 21.0297, 0.0840132, -0.0815986, 0.02003, 0, -2.87869, 0.951383, -0.283199, -0.00707465, 0.0143376, -0.00157549, 1.6, 0, 0, 0, 0, -0.0935842, 0.174069, 21.0086, 21.0845, 4.20241e-07, 1.75524e-06, 0.000709282, 0.246809, 0, 0, 0
404.59, 21.0524, 0.0438437, -0.0685136, 0.0207409, 0, -2.71664, 0.84907, -0.284324, 0.0068167, 0.0108324, -0.00130842, 1.4, 0, 0, 0, 0, -0.094534, 0.0248699, 21.0087, 21.0846, 4.31369e-07, 1.18411e-06, 0.00046091, 0.249087, 0, 0, 0
409.645, 21.0628, 0.00168202, -0.0454784, 0.0187547, 0, -2.52911, 0.71435, -0.275853, 0.0216823, 0.00656866, -0.000960822, 1.2, 0, 0, 0, 0, -0.150194, -0.0416566, 21.0083, 21.0809, 3.9338e-07, 1.08574e-06, 0.000716509, 0.258207, 0, 0, 0
413.436, 21.0594, -0.0192304, -0.0607934, 0.0430038, 0, -2.40933, 0.617298, -0.262924, 0.0296642, 0.00387975, -0.000727348, 0.8, 0, 0, 0, 0, -0.115087, -0.00776811, 21.008, 21.0697, 4.50898e-07, 9.64798e-07, 0.00080821, 0.269239, 0, 0, 0
418.488, 21.0421, -0.0481396, -0.102425, 0.178177, 0, -2.2759, 0.496423, -0.240325, 0.0371951, 0.000825731, -0.00044576, 0.4, 0, 0, 0, 0, -0.149402, -0.00919812, 21.0092, 21.0423, 5.38063e-07, 7.79598e-07, 0.00133097, 0.283475, 0, 0, 0
423.535, 21.0111, -0.0603078, 0.12433, -0.0595429, 0, -2.17009, 0.387533, -0.213321, 0.0412423, -0.00152218, -0.000211651, 0.2, 0, 0, 0, 0, -0.0630119, -0.008758, 21.0088, 21.0122, 4.98974e-07, 5.78445e-07, 0.00020236, 0.30024, 0, 0, 0
428.575, 21, 2.94903e-17, -8.90144e-14, 2.22413e-13, 0, -2.0888, 0.292177, -0.184182, 0.0424453, -0.00321518, -2.57872e-05, 0.2, 0, 0, 0, 0, -0.125498, -0.00751526, 21.0072, 21.0079, 3.36834e-07, 3.98938e-07, 0.00079031, 0.304283, 0, 0, 0
432.355, 21, -4.80118e-15, 3.20078e-14, -6.00147e-14, 0, -2.04193, 0.229922, -0.161888, 0.0417473, -0.00407074, 8.08006e-05, 0.2, 0, 0, 0, 0, -0.122717, -0.119842, 20.9854, 20.9974, 5.78063e-07, 9.75691e-07, 0.00147109, 0.326544, 0, 0, 0
437.395, 21, 3.15544e-30, 8.88178e-14, -2.22045e-13, 0, -1.99551, 0.159206, -0.133226, 0.0395159, -0.00481613, 0.000189663, 0.2, 0, 0, 0, 0, -0.116811, -0.115276, 20.9575, 20.969, 1.71121e-06, 2.37074e-06, 0.00134668, 0.367095, 0, 0, 0
442.015, 21, 1.26218e-29, -6.01037e-30, 8.0496e-31, 0, -1.96653, 0.106122, -0.108524, 0.0363669, -0.00512162, 0.000255933, 2.8, 0, 0, 0, 0, -0.121098, 0.117161, 20.8625, 21.0483, 4.47695e-10, 1.26649e-05, 0.00130985, 0.395845, 0, 0, 0
447.055, 21, 8.5725e-30, -4.08214e-30, 5.46716e-31, 0, -1.94682, 0.0600355, -0.0840743, 0.0322333, -0.00514357, 0.000298528, 2.8, 0, 0, 0, 0, -0.122915, 0.117202, 20.8598, 21.0481, 6.27155e-09, 1.32696e-05, 0.00132766, 0.38746, 0, 0, 0
452.095, 21, 5.8223e-30, -2.77253e-30, 3.7132e-31, 0, -1.93683, 0.0249702, -0.0626027, 0.0277174, -0.00491517, 0.000315392, 2.8, 0, 0, 0, 0, -0.124878, 0.116994, 20.8603, 21.0507, 6.48166e-09, 1.30835e-05, 0.00134891, 0.37871, 0, 0, 0
456.295, 21, 4.24791e-30, -2.17841e-30, 3.14194e-31, 0, -1.93412, 0.0031005, -0.0471267, 0.023889, -0.00458871, 0.000314022, 2.6, 0, 0, 0, 0, -0.124881, 0.116997, 20.8603, 21.0507, 6.48251e-09, 1.30838e-05, 0.00135296, 0.369806, 0, 0, 0
460.495, 21, 3.01626e-30, -1.6757e-30, 2.61829e-31, 0, -1.9352, -0.0130278, -0.0338694, 0.0201631, -0.00418236, 0.000302216, 2.4, 0, 0, 0, 0, -0.124034, 0.117017, 20.8714, 21.0507, 6.52314e-09, 1.09576e-05, 0.00135066, 0.356125, 0, 0, 0
465.115, 21, 1.98634e-30, -1.32422e-30, 2.48292e-31, 0, -1.9395, -0.0251772, -0.0217441, 0.0162971, -0.00367952, 0.000280332, 2, 0, 0, 0, 0, -0.12264, 0.117112, 20.8959, 21.0483, 6.36829e-10, 6.98521e-06, 0.00134644, 0.340668, 0, 0, 0
470.155, 21, 1.1187e-30, -8.2867e-31, 1.7264e-31, 0, -1.94659, -0.0329971, -0.0112431, 0.0124603, -0.003103, 0.000249386, 1.8, 0, 0, 0, 0, -0.122999, 0.117269, 20.9228, 21.0481, 5.92937e-09, 3.71893e-06, 0.00136392, 0.323398, 0, 0, 0
474.775, 21, 6.21917e-31, -5.92302e-31, 1.58652e-31, 0, -1.95426, -0.036264, -0.00389383, 0.00937316, -0.00258326, 0.000217827, 1.4, 0, 0, 0, 0, -0.121588, 0.117356, 20.9475, 21.0504, 1.96821e-08, 1.65307e-06, 0.00136068, 0.308256, 0, 0, 0
479.815, 21, 2.5029e-31, -3.3372e-31, 1.25145e-31, 0, -1.96307, -0.0366526, 0.00199219, 0.00648038, -0.00204421, 0.000182012, 1, 0, 0, 0, 0, -0.12109, 0.117191, 20.9747, 21.0483, 9.13951e-10, 1.44273e-06, 0.0013729, 0.292246, 0, 0, 0
484.435, 21, 6.63768e-32, -1.10628e-31, 5.18569e-32, 0, -1.97097, -0.0349201, 0.00569498, 0.00428839, -0.00159643, 0.000150158, 0.8, 0, 0, 0, 0, -0.121267, 0.117266, 20.9998, 21.0459, 6.50196e-10, 1.30329e-06, 0.00139051, 0.279051, 0, 0, 0
489.475, 21, 4.64638e-33, -1.54879e-32, 1.45199e-32, 0, -1.97897, -0.0315312, 0.00825166, 0.00234986, -0.00116212, 0.000117364, 0.4, 0, 0, 0, 0, -0.119779, 0.117393, 21.0273, 21.0504, 4.84084e-07, 1.5608e-06, 0.00138604, 0.262825, 0, 0, 0
494.935, 21, -1.54492e-33, 1.02995e-32, -1.93115e-32, 0, -1.98658, -0.0268428, 0.00963382, 0.000743242, -0.000762468, 8.53815e-05, 0.2, 0, 0, 0, 0, -0.120363, -0.119366, 21.0337, 21.0459, 7.22048e-07, 1.29836e-06, 0.00143677, 0.262279, 0, 0, 0
499.975, 21, 6.84228e-49, -4.56152e-48, 8.55285e-48, 0, -1.99246, -0.0221309, 0.00991725, -0.00031762, -0.00046484, 6.01856e-05, 0.2, 0, 0, 0, 0, -0.122444, -0.12161, 21.0045, 21.0167, 2.2756e-08, 1.95854e-07, 0.00148907, 0.30018, 0, 0, 0
504.595, 21, 3.03858e-64, -2.02572e-63, 3.79823e-63, 0, -1.99685, -0.0178325, 0.00957904, -0.000989411, -0.000248373, 4.08402e-05, 0.2, 0, 0, 0, 0, -0.124296, -0.123436, 20.9776, 20.9898, 4.01572e-08, 2.43869e-07, 0.0015343, 0.337358, 0, 0, 0
510.055, 21, 1.3494e-79, -8.99601e-79, 1.68675e-78, 0, -2.00086, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, -0.126478, -0.125488, 20.9457, 20.958, 1.00502e-06, 1.6795e-06, 0.0015872, 0.384256, 0, 0, 0
514.255, 21, -5.75284e-93, 2.73945e-93, -3.66891e-94, 0, -2.00086, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, -0.141605, 0.16423, 20.8473, 21.0814, 2.64712e-08, 1.3407e-05, 0.00176062, 0.379449, 0, 0, 0
